Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,PlayerId,Team
Jose Alvarado ,65.2,88,3,21,3.19,1.24,23,50,31,6,66,0,3,0,6550 d,PHI 
Adbert Alzolay ,63.9,69,3,28,3.68,1.16,26,57,18,8,57,0,3,0,7380 d,CHC 
JP Sears ,162.8,149,8,0,4.37,1.27,79,155,51,26,29,29,11,0,7334 d,OAK 
Paul Sewald ,63.2,76,3,29,3.74,1.19,26,52,23,9,64,0,3,0,6147 d,ARI 
Dean Kremer ,163.3,141,10,0,4.30,1.31,78,162,52,23,30,29,9,0,7918 d,BAL 
Alexis Diaz ,67.2,82,4,31,3.93,1.27,29,52,33,8,67,0,4,0,45001 ,CIN 
Craig Kimbrel ,65.3,81,4,25,3.82,1.22,28,52,28,8,66,0,4,0,3238 d,BAL 
Nick Lodolo ,117.1,139,6,0,4.10,1.26,53,107,40,17,29,21,6,0,6953 d,CIN 
Ranger Suarez ,149.9,131,9,0,4.04,1.35,67,147,56,17,27,27,8,0,7247 d,PHI 
Lucas Giolito ,172.0,179,10,0,4.55,1.33,87,165,64,27,30,30,10,0,4723 d,BOS 
Mason Miller ,62.0,80,3,14,3.35,1.14,23,46,25,7,59,1,3,0,45221 ,OAK 
Shane Baz ,94.4,102,6,0,3.84,1.20,40,83,30,12,23,18,5,0,7158 d,TB 
Kyle Harrison ,133.7,150,7,0,4.16,1.31,62,116,60,18,27,27,7,0,43921 ,SF 
Max Scherzer ,86.4,96,6,0,3.94,1.15,38,76,23,14,15,15,5,0,3744 d,TEX 
Logan Allen ,138.4,131,8,0,4.16,1.31,64,132,50,19,26,26,8,0,43900 ,CLE 
Louie Varland ,123.8,120,7,0,4.17,1.26,57,120,36,17,34,19,7,0,44936 ,MIN 
Cristopher Sanchez ,133.9,118,8,0,4.16,1.29,62,130,43,17,31,23,7,0,39312 ,PHI 
DL Hall ,100.8,124,6,0,3.82,1.29,43,84,46,12,38,16,5,0,6845 d,MIL 
Brayan Bello ,161.4,141,11,0,4.28,1.37,77,167,54,19,29,29,10,0,44932 ,BOS 
Miles Mikolas ,177.5,124,10,0,4.49,1.29,89,190,40,26,30,30,10,0,5408 d,STL 
Andrew Abbott ,132.6,145,8,0,4.33,1.31,64,123,51,21,25,25,8,0,44726 ,CIN 
Kenley Jansen ,60.2,71,3,31,4.06,1.24,27,51,24,8,62,0,3,0,3630 d,BOS 
MacKenzie Gore ,141.5,151,8,0,4.28,1.34,67,130,59,21,27,27,9,0,7146 d,WSH 
Edward Cabrera ,129.5,140,8,0,4.15,1.35,60,111,64,16,25,25,8,0,39222 ,MIA 
Steven Matz ,112.1,106,7,0,4.03,1.28,50,109,34,14,29,19,6,0,5344 d,STL 
Kutter Crawford ,140.3,137,8,0,4.49,1.28,70,136,44,22,35,26,8,1,9957 d,BOS 
Jordan Hicks ,107.3,120,7,0,3.84,1.35,46,92,53,10,35,18,7,0,6897 d,SF 
John Means ,119.6,93,7,0,4.30,1.22,57,117,28,20,27,22,7,0,8079 d,BAL 
Ryan Pressly ,64.2,72,4,4,3.43,1.14,24,55,18,7,64,0,3,0,5361 d,HOU 
Matt Strahm ,69.5,81,4,2,3.65,1.13,28,59,20,9,66,0,4,0,5901 d,PHI 
Jameson Taillon ,150.5,130,8,0,4.52,1.28,76,152,40,24,28,28,9,0,4657 d,CHC 
Patrick Sandoval ,154.0,145,9,0,4.14,1.40,71,149,67,18,28,28,9,0,8031 d,LAA 
Andrew Heaney ,133.2,139,8,0,4.44,1.31,66,126,47,22,30,25,8,0,4678 d,TEX 
Clarke Schmidt ,141.9,130,8,0,4.38,1.31,69,140,46,20,27,27,8,0,7264 d,NYY 
Robert Stephenson ,59.2,77,3,11,3.72,1.13,24,48,19,9,61,0,3,0,4734 d,LAA 
Zack Littell ,136.4,111,8,0,4.41,1.28,67,139,36,21,33,23,7,0,6563 d,TB 
Chris Paddack ,114.0,103,7,0,4.31,1.25,55,115,27,16,27,20,7,0,6426 d,MIN 
A.J. Minter ,62.3,77,4,4,3.49,1.16,24,52,20,7,65,0,3,0,7030 d,ATL 
Bryan Abreu ,65.4,89,3,2,3.24,1.20,24,48,30,6,64,0,2,0,8384 d,HOU 
Emmet Sheehan ,107.6,120,7,0,4.31,1.28,51,92,46,17,36,17,5,0,45411 ,LAD 
Brady Singer ,162.1,138,9,0,4.43,1.34,80,168,49,20,29,28,10,1,6811 d,KC 
Jason Adam ,58.4,71,3,7,3.48,1.12,23,45,21,7,59,0,3,0,7309 d,TB 
Matt Brash ,58.2,79,4,6,3.28,1.23,21,45,26,5,58,0,3,0,44295 ,SEA 
A.J. Puk ,67.8,82,4,5,3.65,1.20,27,59,22,8,63,1,4,0,5007 d,MIA 
Dane Dunning ,157.6,134,10,0,4.39,1.37,77,160,55,21,30,27,9,0,6619 d,TEX 
Tanner Houck ,133.5,127,8,0,4.30,1.34,64,130,49,16,36,24,8,1,6987 d,BOS 
Seth Lugo ,148.4,127,8,0,4.36,1.33,72,153,45,20,27,27,9,0,5890 d,KC 
Frankie Montas ,133.7,131,8,0,4.44,1.32,66,132,44,21,24,24,8,0,5619 d,CIN 
Hunter Harvey ,60.3,67,3,13,3.73,1.17,25,53,18,8,60,0,3,0,4953 d,WSH 
Garrett Whitlock ,80.5,82,4,1,3.82,1.19,34,78,18,10,61,3,4,0,7916 d,BOS 
Trevor Rogers ,115.8,116,6,0,4.16,1.31,54,111,41,14,23,23,8,0,6995 d,MIA 
Brusdar Graterol ,63.2,52,4,7,3.41,1.19,24,59,16,5,63,0,3,0,31521 ,LAD 
Ross Stripling ,133.0,108,6,0,4.35,1.27,64,137,32,20,33,23,8,0,4931 d,OAK 
Kyle Gibson ,173.2,137,10,0,4.45,1.37,86,180,57,22,30,30,10,0,3655 d,STL 
Jose Quintana ,152.3,128,9,0,4.31,1.38,73,156,54,18,27,27,8,0,4113 d,NYM 
Robert Suarez ,62.0,64,3,19,3.97,1.24,27,53,24,8,62,0,4,0,45030 ,SD 
Aroldis Chapman ,59.7,90,3,4,3.28,1.27,22,41,34,6,61,0,3,0,3068 d,PIT 
Keaton Winn ,118.0,102,6,0,4.17,1.30,55,117,36,14,28,20,7,0,46495 ,SF 
Alex Lange ,64.6,77,4,21,3.98,1.37,29,53,35,6,65,0,4,0,26951 ,DET 
James Paxton ,102.1,107,7,0,4.31,1.30,49,97,36,17,26,18,6,0,4559 d,LAD 
Kevin Ginkel ,64.0,70,4,6,3.62,1.24,26,54,25,6,65,0,3,0,8447 d,ARI 
Reese Olson ,131.8,125,7,0,4.35,1.34,64,125,52,17,25,25,9,0,44805 ,DET 
Reynaldo Lopez ,70.6,80,4,2,3.75,1.23,29,61,25,9,60,2,3,0,6012 d,ATL 
Domingo German ,91.3,88,6,0,4.33,1.23,44,85,27,15,19,16,6,1,5634 d,SP) FA 
Jakob Junis ,116.5,114,6,0,4.41,1.29,57,117,33,18,31,18,6,0,6585 d,MIL 
Tyler Wells ,86.5,81,5,0,4.27,1.20,41,78,26,15,40,10,5,0,44081 ,BAL 
Hector Neris ,67.1,75,4,6,3.91,1.24,29,57,27,9,67,0,4,0,5544 d,CHC 
Erik Swanson ,63.1,71,3,3,3.73,1.17,26,54,20,9,63,0,3,0,6455 d,TOR 
Giovanny Gallegos ,62.6,68,3,5,3.85,1.16,27,55,18,9,62,0,3,0,6571 d,STL 
Michael Wacha ,140.2,116,8,0,4.53,1.33,71,143,43,21,26,26,9,0,4584 d,KC 
Chase Silseth ,116.5,115,7,0,4.33,1.35,56,109,49,17,28,21,7,0,45213 ,LAA 
Jose Leclerc ,62.8,72,2,19,4.01,1.29,28,51,30,8,63,0,3,0,5914 d,TEX 
Alex Cobb ,92.6,82,5,0,3.86,1.31,40,94,27,9,17,17,5,1,3034 d,SF 
Clayton Kershaw ,60.3,61,5,0,3.74,1.19,25,55,17,9,11,11,3,0,3215 d,LAD 
Carlos Estevez ,64.5,71,3,21,4.23,1.32,30,58,27,9,65,0,4,0,5929 d,LAA 
Luis Severino ,128.1,121,7,0,4.54,1.32,65,126,43,20,25,24,8,0,5244 d,NYM 
Taylor Rogers ,59.6,72,4,3,3.71,1.23,25,52,22,7,61,0,4,0,5909 d,SF 
Kyle Finnegan ,66.4,65,3,20,4.11,1.32,30,62,25,9,66,0,4,0,7565 d,WSH 
Jack Flaherty ,144.0,141,8,0,4.46,1.39,71,139,61,19,27,27,9,0,6021 d,DET 
Mike Clevinger ,122.5,105,8,0,4.60,1.31,63,121,39,19,25,22,9,1,5905 d,SP) FA 
Chris Martin ,59.9,58,4,2,3.62,1.20,24,60,12,7,62,0,3,0,5477 d,BOS 
Scott Barlow ,66.9,76,3,3,3.72,1.24,28,58,26,8,65,0,4,0,7351 d,CLE 
Caleb Ferguson ,59.3,68,4,1,3.57,1.24,24,51,23,6,63,0,3,0,7912 d,NYY 
JoJo Romero ,57.5,64,4,3,3.55,1.25,23,51,21,6,58,0,3,0,8369 d,STL 
Yuki Matsui ,61.3,74,2,8,3.67,1.25,25,51,26,7,61,0,2,0,7013 d,SD 
Jose Urquidy ,116.7,96,7,0,4.60,1.28,60,117,32,20,38,17,6,0,22917 ,HOU 
Alek Manoah ,117.9,107,8,0,4.53,1.34,59,110,48,17,24,21,8,0,19812 ,TOR 
Taijuan Walker ,164.1,127,10,0,4.64,1.37,85,166,59,23,30,29,10,0,4571 d,PHI 
Garrett Crochet ,81.0,91,5,0,3.89,1.34,35,69,40,9,58,6,5,0,43886 ,CWS 
Yennier Cano ,65.6,62,3,7,3.66,1.27,27,61,22,6,65,0,3,0,45875 ,BAL 
Aaron Ashby ,84.7,93,5,0,3.85,1.36,36,76,40,9,40,11,5,0,43700 ,MIL 
Jhony Brito ,89.6,71,6,0,4.17,1.28,42,88,27,11,39,12,5,0,45324 ,SD 
Joe Jimenez ,61.1,76,3,0,3.87,1.19,26,52,20,9,63,0,2,0,6164 d,ATL 
Kyle Hendricks ,145.4,104,8,0,4.59,1.33,74,157,36,22,27,26,9,0,5462 d,CHC 
Shawn Armstrong ,62.7,65,3,1,3.74,1.20,26,57,18,7,59,0,2,0,5597 d,TB 
Gregory Santos ,60.9,63,3,4,3.63,1.25,25,56,20,5,61,0,2,0,7285 d,SEA 
Orion Kerkering ,57.7,65,3,4,3.75,1.22,24,51,20,7,60,0,3,0,46918 ,PHI 
Alex Vesia ,57.3,73,3,1,3.73,1.21,24,46,23,8,59,0,3,0,43639 ,LAD 
Chad Green ,53.0,59,4,1,3.81,1.17,22,46,15,8,52,0,3,0,6177 d,TOR 
Josh Sborz ,61.8,75,4,2,3.91,1.26,27,54,24,8,61,0,3,0,7103 d,TEX 
Griffin Jax ,63.2,65,4,2,3.96,1.22,28,57,20,7,55,0,4,0,43669 ,MIN 
Yimi Garcia ,60.9,65,3,2,3.84,1.19,26,55,18,8,63,0,3,0,5193 d,TOR 
Colin Poche ,60.1,65,4,2,3.88,1.23,26,51,23,8,62,0,3,0,8278 d,TB 
Joe Kelly ,56.3,73,3,2,3.59,1.26,22,46,25,5,57,0,3,0,4652 d,LAD 
Jordan Wicks ,114.6,97,7,0,4.40,1.35,56,115,39,16,25,22,7,0,44679 ,CHC 
Andrew Nardi ,63.3,76,3,3,3.78,1.28,27,54,27,8,64,0,4,0,46456 ,MIA 
Colin Rea ,127.5,109,7,0,4.65,1.32,66,128,40,21,30,22,8,0,5822 d,MIL 
Julian Merryweather ,64.2,79,3,2,3.84,1.27,27,55,27,8,62,0,3,0,7664 d,CHC 
Trevor Megill ,58.5,76,3,1,3.73,1.25,24,50,23,7,57,0,2,0,10118 ,MIL 
David Robertson ,61.1,70,3,10,4.02,1.30,27,53,27,8,61,0,4,0,3283 d,TEX 
Bryce Elder ,131.0,102,9,0,4.47,1.39,65,134,48,16,23,23,6,0,44280 ,ATL 
Aaron Bummer ,58.8,70,4,1,3.60,1.31,24,50,27,5,60,0,3,0,7028 d,ATL 
John Brebbia ,56.6,59,3,16,4.33,1.28,27,53,19,9,58,1,4,0,7187 d,CWS 
Wade Miley ,132.4,93,8,0,4.36,1.38,64,136,46,18,25,25,8,0,4000 d,MIL 
Caleb Thielbar ,54.9,64,3,1,3.74,1.20,23,48,18,7,56,0,3,0,5363 d,MIN 
James McArthur ,65.2,62,3,13,4.14,1.31,30,62,23,7,64,0,3,0,44384 ,KC 
Tyler Holton ,63.5,58,3,1,3.81,1.21,27,58,19,7,62,0,3,0,45538 ,DET 
Joel Payamps ,64.8,64,3,2,3.87,1.24,28,60,20,9,61,0,4,0,8174 d,MIL 
Tim Mayza ,57.3,55,3,0,3.45,1.24,22,53,18,6,62,0,3,0,6321 d,TOR 
Drew Rasmussen ,47.4,48,3,0,3.45,1.15,18,41,13,5,26,5,2,0,43665 ,TB 
Pierce Johnson ,58.9,78,3,1,3.79,1.28,25,51,25,8,62,0,3,0,4212 d,ATL 
Anthony DeSclafani ,117.7,94,6,0,4.55,1.31,59,123,31,18,34,19,8,0,5487 d,MIN 
Alex Wood ,127.3,105,6,0,4.45,1.35,63,128,44,16,28,23,9,0,4574 d,OAK 
Jeff Hoffman ,64.4,76,3,3,4.07,1.27,29,54,28,9,62,0,3,0,6014 d,PHI 
Jeffrey Springs ,45.6,51,3,0,3.57,1.15,18,39,13,6,16,7,2,0,8051 d,TB 
Ian Hamilton ,61.8,71,3,1,3.73,1.30,26,52,28,7,59,0,3,0,8066 d,NYY 
Ryan Walker ,59.3,68,3,0,3.73,1.27,25,53,22,7,58,1,3,0,45949 ,SF 
Robert Gasser ,104.3,100,5,0,4.41,1.34,51,100,39,15,28,18,6,0,45374 ,MIL 
Will Vest ,61.3,64,3,1,3.77,1.27,26,56,21,6,60,0,3,0,44080 ,DET 
Gregory Soto ,64.9,75,3,3,3.93,1.31,28,55,30,7,67,0,4,0,7427 d,PHI 
Gabe Speier ,57.5,61,2,1,3.75,1.20,24,52,17,7,62,0,3,0,31848 ,SEA 
Dauri Moreta ,57.4,64,3,0,3.91,1.22,25,48,22,7,57,0,3,0,44325 ,PIT 
Brock Burke ,62.2,61,3,0,3.92,1.23,27,58,18,9,59,0,3,0,8166 d,TEX 
Will Smith ,61.1,60,3,13,4.35,1.31,30,57,23,8,63,0,4,0,4536 d,KC 
Michael Soroka ,108.0,92,6,0,4.57,1.33,55,108,36,16,27,19,7,0,6950 d,CWS 
Andrew Kittredge ,54.2,44,4,2,3.93,1.24,24,54,13,7,55,0,3,0,6556 d,STL 
Jonathan Loaisiga ,53.7,45,3,3,3.81,1.23,23,51,15,6,52,0,3,0,7982 d,NYY 
Mark Leiter Jr. ,61.8,68,3,1,4.07,1.26,28,55,23,8,62,0,3,0,7140 d,CHC 
Seranthony Dominguez ,62.2,66,4,3,4.06,1.33,28,55,27,8,64,0,4,0,7177 d,PHI 
Phil Maton ,62.2,68,3,1,4.03,1.27,28,55,23,8,62,0,3,0,7090 d,TB 
Tyler Anderson ,155.4,126,8,0,4.77,1.37,82,159,54,25,28,28,9,0,5636 d,LAA 
Sam Hentges ,60.3,64,3,1,3.71,1.32,25,56,24,6,57,0,3,0,8159 d,CLE 
David Peterson ,74.4,80,4,0,4.02,1.36,33,69,32,8,29,11,4,0,7275 d,NYM 
Ryan Brasier ,59.7,59,3,1,4.08,1.23,27,55,18,8,60,0,2,0,5367 d,LAD 
Michael Lorenzen ,123.4,98,7,0,4.63,1.36,64,124,44,18,25,21,8,1,4976 d,"RP,SP) FA "
Randy Vasquez ,103.1,89,6,0,4.38,1.38,50,99,42,14,22,19,7,0,44895 ,SD 
Lance McCullers Jr. ,61.1,62,4,0,3.89,1.32,26,54,26,7,21,9,3,0,4831 d,HOU 
John Schreiber ,61.4,63,3,2,3.91,1.30,27,56,24,7,60,0,3,0,10132 ,KC 
Enyel De Los Santos ,63.6,65,3,1,4.05,1.27,29,56,25,8,64,0,3,0,7504 d,SD 
Brock Stewart ,56.1,70,2,1,3.81,1.27,24,48,24,7,56,0,2,0,6424 d,MIN 
Eli Morgan ,60.8,63,3,0,4.14,1.23,28,57,18,9,58,0,3,0,43930 ,CLE 
Jason Foley ,62.3,50,2,8,3.85,1.31,27,63,18,5,63,0,3,0,44012 ,DET 
Drew Thorpe ,54.5,52,4,0,3.97,1.26,24,51,18,7,12,10,3,0,47300 ,SD 
Danny Coulombe ,57.2,61,3,1,3.91,1.28,25,53,20,8,59,0,3,0,5586 d,BAL 
Hoby Milner ,60.3,57,2,0,3.83,1.23,26,58,16,8,63,0,2,0,6628 d,MIL 
Trevor Stephan ,58.6,64,3,1,3.99,1.28,26,53,22,7,54,0,4,0,8533 d,CLE 
Nick Martinez ,111.2,105,5,1,4.42,1.39,55,111,43,16,48,14,6,0,4928 d,CIN 
Jacob deGrom ,26.4,36,2,0,3.01,0.95,9,20,6,3,5,5,1,0,4850 d,TEX 
J.P. France ,111.9,99,7,0,4.54,1.40,56,111,46,17,40,14,6,0,45204 ,HOU 
James Karinchak ,52.8,71,3,0,3.92,1.31,23,40,30,7,55,0,3,0,9938 d,CLE 
Nick Sandlin ,59.7,64,3,1,4.03,1.29,27,50,27,8,60,0,4,0,43932 ,CLE 
Andrew Chafin ,56.6,61,3,2,3.92,1.31,25,50,24,6,60,0,3,0,4797 d,DET 
Adam Ottavino ,61.1,63,3,3,4.07,1.31,28,54,27,7,64,0,3,0,3022 d,NYM 
Graham Ashcraft ,149.9,119,8,0,4.68,1.40,78,158,52,20,27,27,9,0,44328 ,CIN 
Tommy Kahnle ,54.8,62,2,2,3.92,1.26,24,46,23,7,55,0,3,0,5382 d,NYY 
Tyler Rogers ,67.9,51,3,2,3.99,1.29,30,69,19,7,66,0,4,0,30850 ,SF 
Abner Uribe ,58.6,75,2,1,3.63,1.37,24,44,36,5,60,0,2,0,45146 ,MIL 
Joe Ross ,89.3,79,5,0,4.50,1.33,45,89,30,13,32,13,6,0,4710 d,MIL 
Garrett Cleavinger ,46.5,61,2,0,3.63,1.26,19,36,23,5,48,0,2,0,39173 ,TB 
Fernando Cruz ,54.7,71,3,0,4.08,1.30,25,47,24,8,54,0,3,0,45440 ,CIN 
Cole Irvin ,79.8,61,4,0,4.38,1.28,39,84,18,12,42,8,5,0,7588 d,BAL 
Keynan Middleton ,53.3,58,3,0,3.96,1.28,23,47,22,7,55,0,2,0,5074 d,STL 
Casey Mize ,104.2,78,5,0,4.58,1.32,53,106,31,15,20,20,7,1,7399 d,DET 
Drew Smyly ,74.1,73,4,1,4.42,1.32,36,73,25,12,50,4,5,0,4482 d,CHC 
Lucas Erceg ,65.8,75,3,5,4.00,1.42,29,56,38,6,64,0,4,0,6932 d,OAK 
Josh Winckowski ,72.5,65,4,2,4.18,1.36,34,74,25,8,66,1,4,0,44147 ,BOS 
Emilio Pagan ,65.1,69,3,2,4.46,1.27,32,59,23,12,65,0,4,0,7143 d,CIN 
Daniel Hudson ,39.8,48,3,1,3.90,1.22,17,34,14,6,41,0,2,0,3254 d,LAD 
Mason Black ,68.1,66,4,0,4.24,1.33,32,65,26,9,33,9,4,0,46147 ,SF 
Bailey Falter ,108.6,83,5,0,4.60,1.33,56,115,29,17,40,16,7,0,44073 ,PIT 
Adrian Houser ,125.1,92,7,0,4.49,1.41,62,129,47,15,28,22,8,0,5857 d,NYM 
Kevin Kelly ,50.8,45,2,1,3.81,1.22,21,47,15,5,49,0,2,0,45797 ,TB 
Josiah Gray ,166.2,155,8,0,4.86,1.41,90,159,75,29,30,30,12,0,8218 d,WSH 
Brooks Raley ,58.7,64,2,2,3.99,1.30,26,53,23,7,63,0,3,0,5362 d,NYM 
Scott McGough ,58.3,64,3,2,4.13,1.32,27,54,24,8,57,0,3,0,5826 d,ARI 
Matt Manning ,111.7,83,6,0,4.63,1.35,58,113,37,16,25,21,8,0,6421 d,DET 
Wandy Peralta ,54.0,52,3,1,3.81,1.32,23,48,24,6,56,0,3,0,6501 d,SD 
Paul Blackburn ,135.0,109,6,0,4.55,1.40,68,142,47,17,26,25,9,0,6440 d,OAK 
Steven Okert ,53.3,65,2,0,4.10,1.25,24,45,22,8,54,0,3,0,5927 d,MIN 
Trevor Richards ,55.2,69,2,0,4.12,1.27,25,46,24,8,51,0,3,0,7242 d,TOR 
Roansy Contreras ,83.4,75,4,0,4.46,1.33,41,80,31,12,46,9,5,0,44067 ,PIT 
Luke Jackson ,57.0,61,3,1,4.01,1.34,25,53,24,7,57,0,3,0,5646 d,SF 
Jose Soriano ,62.4,73,3,0,3.99,1.38,28,53,33,7,58,1,3,0,7899 d,LAA 
Robbie Ray ,51.5,57,3,0,4.17,1.27,24,47,18,8,12,9,3,0,5484 d,SF 
Jay Jackson ,46.3,49,3,0,4.08,1.24,21,42,15,7,46,0,2,0,5852 d,MIN 
Ryan Borucki ,55.2,50,3,0,4.07,1.28,25,51,20,7,56,0,3,0,6591 d,PIT 
Javier Assad ,100.2,83,5,0,4.43,1.39,49,100,39,13,42,13,5,0,45824 ,CHC 
Kirby Yates ,61.0,73,3,2,4.32,1.35,29,51,31,9,61,0,4,0,5217 d,TEX 
Justin Lawrence ,65.5,67,3,16,4.51,1.47,33,63,33,7,66,0,4,0,8169 d,COL 
Ryan Yarbrough ,62.9,51,4,0,4.50,1.26,31,66,14,10,35,4,3,0,6719 d,LAD 
Sawyer Gipson-Long ,59.2,56,3,0,4.29,1.27,28,58,17,8,27,7,4,0,45077 ,DET 
Joe Mantiply ,54.4,46,3,0,3.97,1.29,24,56,15,6,54,0,3,0,6502 d,ARI 
Cody Bradford ,69.2,60,4,0,4.57,1.28,35,71,18,12,39,8,4,0,45173 ,TEX 
Blake Treinen ,46.3,47,3,0,3.98,1.27,20,42,16,6,47,0,2,0,5473 d,LAD 
Kody Funderburk ,42.7,46,3,0,3.67,1.32,17,38,18,4,40,0,2,0,45523 ,MIN 
Tyler Mahle ,47.1,48,3,0,4.14,1.25,22,43,16,7,17,7,3,0,6637 d,TEX 
Chris Devenski ,56.5,55,3,0,4.40,1.25,28,54,17,9,53,1,3,0,6318 d,TB 
Rafael Montero ,60.6,65,3,0,4.23,1.33,29,57,24,8,60,0,3,0,4763 d,HOU 
Drew Smith ,58.2,61,3,1,4.32,1.31,28,52,24,9,58,0,4,0,7141 d,NYM 
Anthony Bender ,49.6,51,2,2,4.02,1.28,22,45,19,6,50,0,3,0,44091 ,MIA 
Tristan Beck ,95.0,79,5,0,4.56,1.37,48,98,32,13,34,12,6,0,6996 d,SF 
Max Meyer ,79.4,72,4,0,4.36,1.37,39,78,31,10,16,16,5,0,43836 ,MIA 
Martin Perez ,146.3,104,8,0,4.58,1.44,74,157,54,18,26,26,9,0,3501 d,PIT 
Miguel Castro ,59.5,59,3,2,4.19,1.35,28,54,27,7,62,0,3,0,5695 d,ARI 
Ryne Stanek ,54.8,60,3,0,4.15,1.33,25,47,26,7,56,0,3,0,4943 d,RP) FA 
Steven Wilson ,56.2,61,2,1,4.24,1.28,26,46,26,9,56,0,3,0,44195 ,SD 
Phil Bickford ,54.8,60,3,0,4.31,1.30,26,48,23,8,55,0,3,0,4957 d,NYM 
Luis Garcia ,60.2,57,3,0,4.09,1.34,27,59,22,7,61,0,3,0,5146 d,LAA 
Justin Topa ,57.8,50,3,1,4.08,1.33,26,58,18,6,59,0,3,0,44009 ,MIN 
Trevor Gott ,59.0,57,2,3,4.21,1.31,28,56,21,7,60,0,4,0,5089 d,OAK 
Matt Moore ,57.9,61,3,2,4.26,1.35,27,53,25,8,53,0,3,0,3735 d,LAA 
Hayden Wesneski ,62.0,58,3,0,4.33,1.30,30,59,21,9,31,6,4,0,44900 ,CHC 
Dylan Lee ,39.0,40,2,0,3.81,1.21,16,36,11,6,40,0,1,0,8426 d,ATL 
Trevor Bauer ,44.1,47,2,0,4.12,1.21,20,38,15,7,8,8,3,0,4394 d,SP) FA 
Andrew Saalfrank ,56.2,58,3,0,3.85,1.40,24,51,28,5,59,0,3,0,47257 ,ARI 
Ryan Thompson ,56.3,48,3,0,4.06,1.32,25,56,18,6,55,0,3,0,8201 d,ARI 
Tom Cosgrove ,55.0,55,2,0,4.03,1.30,25,48,23,7,55,0,3,0,45722 ,SD 
Dany Jimenez ,56.4,63,2,5,4.21,1.37,26,47,30,8,57,0,4,0,40917 ,OAK 
Scott Alexander ,49.8,36,3,0,3.86,1.30,21,50,15,4,53,1,3,0,5838 d,OAK 
Victor Gonzalez ,50.2,48,3,0,3.98,1.33,22,46,21,5,51,0,3,0,36677 ,NYY 
Bennett Sousa ,51.4,53,3,0,4.15,1.32,24,47,21,7,51,0,2,0,43928 ,HOU 
Huascar Ynoa ,61.0,62,4,0,4.45,1.35,30,59,24,9,32,6,3,0,8372 d,ATL 
Colin Holderman ,60.6,58,2,1,4.04,1.34,27,56,25,6,60,0,3,0,45621 ,PIT 
Tayler Saucedo ,55.7,52,3,0,4.03,1.35,25,52,24,6,59,0,3,0,44658 ,SEA 
Kyle Nelson ,47.6,50,3,0,4.10,1.32,22,44,19,6,51,0,3,0,43931 ,ARI 
Michael Tonkin ,51.6,53,3,0,4.40,1.28,25,47,19,8,50,0,3,0,5364 d,NYM 
Woo-Suk Go ,59.8,67,2,3,4.17,1.38,28,53,30,7,59,0,2,0,48284 ,SD 
Nick Robertson ,42.8,44,2,0,3.87,1.27,18,39,15,5,42,0,2,0,44205 ,STL 
Nate Pearson ,40.8,45,3,0,4.12,1.29,19,34,18,6,39,0,2,0,7261 d,TOR 
Nick Anderson ,52.8,48,3,1,4.32,1.30,25,53,16,8,54,0,3,0,8164 d,KC 
Erick Fedde ,139.7,117,7,0,4.88,1.40,76,145,50,23,26,26,10,0,6029 d,CWS 
Sixto Sanchez ,40.6,39,2,0,3.79,1.26,17,39,12,4,37,1,2,0,6981 d,MIA 
Zack Greinke ,101.1,68,5,0,4.70,1.34,53,113,23,16,19,19,7,0,4032 d,SP) FA 
Michael Grove ,47.3,50,3,0,4.36,1.29,23,46,15,7,37,3,2,0,43947 ,LAD 
Chris Stratton ,66.0,61,3,0,4.32,1.35,32,65,24,8,62,0,3,0,4794 d,KC 
Connor Brogdon ,49.7,50,3,0,4.29,1.31,24,46,19,7,51,0,2,0,8569 d,PHI 
Jesse Chavez ,53.7,54,2,2,4.18,1.33,25,52,20,8,54,0,2,0,3505 d,CWS 
Tyler Alexander ,51.4,44,3,0,4.47,1.25,26,52,13,8,38,3,3,0,8681 d,TB 
Dylan Floro ,55.4,49,3,1,4.23,1.34,26,56,18,6,57,0,4,0,6430 d,WSH 
Tylor Megill ,93.3,83,5,0,4.64,1.40,48,95,35,14,36,14,6,0,44185 ,NYM 
Alex Faedo ,49.4,48,2,0,4.28,1.25,24,46,15,7,44,1,3,0,6793 d,DET 
Ryne Nelson ,118.1,87,6,0,4.78,1.38,63,124,39,18,30,20,7,0,38389 ,ARI 
Genesis Cabrera ,57.0,57,3,0,4.29,1.35,27,52,25,8,58,0,3,0,8037 d,TOR 
Cionel Perez ,55.7,51,3,0,3.95,1.40,24,52,26,5,59,0,3,0,6631 d,BAL 
Shelby Miller ,53.6,55,3,1,4.34,1.35,26,47,25,7,53,0,3,0,3934 d,DET 
Luke Little ,42.0,52,2,0,3.75,1.37,17,34,24,4,45,0,2,0,44602 ,CHC 
Hyun Jin Ryu ,49.2,36,4,0,4.29,1.32,23,53,12,7,13,9,4,0,4641 d,SP) FA 
Ricky Tiedemann ,43.6,48,2,0,3.97,1.31,19,38,19,6,12,8,3,0,45344 ,TOR 
Jacob Webb ,56.3,57,3,0,4.32,1.35,27,51,25,8,56,0,3,0,8371 d,BAL 
Taylor Clarke ,56.4,58,3,0,4.44,1.33,28,55,20,9,55,0,3,0,7494 d,MIL 
Huascar Brazoban ,56.8,62,3,0,4.19,1.40,26,51,28,7,56,0,3,0,45492 ,MIA 
