Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,PlayerId,Team
Ian Happ ,559,81,21,79,11,0.251,0.343,140,31,3,78,152,0.428,0.771,6008 d,CHC 
Lane Thomas ,563,80,22,73,15,0.25,0.305,140,31,3,45,154,0.434,0.739,8293 d,WSH 
Brandon Nimmo ,552,89,19,67,4,0.267,0.353,148,28,5,73,129,0.438,0.791,4685 d,NYM 
William Contreras ,519,76,21,75,4,0.27,0.344,140,28,1,58,131,0.451,0.795,7659 d,MIL 
Masataka Yoshida ,510,70,16,73,5,0.29,0.35,148,30,2,47,72,0.452,0.803,46547 ,BOS 
Eloy Jimenez ,504,65,25,79,0,0.274,0.327,138,25,0,40,114,0.473,0.8,5141 d,CWS 
Jake Burger ,534,71,29,82,1,0.251,0.301,134,27,2,38,157,0.468,0.768,10074 ,MIA 
Adley Rutschman ,521,82,19,71,3,0.271,0.366,141,31,1,78,95,0.444,0.81,8022 d,BAL 
Josh Lowe ,488,68,18,69,25,0.257,0.317,125,30,3,43,147,0.436,0.753,10142 ,TB 
Ezequiel Tovar ,575,76,17,72,14,0.262,0.299,151,33,4,30,149,0.423,0.722,45000 ,COL 
Vinnie Pasquantino ,500,70,21,75,2,0.276,0.353,138,32,2,59,73,0.474,0.826,44894 ,KC 
Jorge Soler ,507,75,30,81,1,0.242,0.328,122,24,0,65,145,0.468,0.795,4495 d,SF 
Cedric Mullins II ,516,73,18,66,27,0.249,0.311,128,27,3,47,116,0.418,0.73,7400 d,BAL 
Alec Bohm ,551,72,17,77,4,0.274,0.325,151,29,1,42,104,0.421,0.747,7921 d,PHI 
Andrew Vaughn ,556,71,23,79,0,0.262,0.314,146,30,1,42,120,0.444,0.758,22216 ,CWS 
Rhys Hoskins ,507,77,27,80,3,0.239,0.331,121,28,1,70,148,0.463,0.794,6744 d,MIL 
Riley Greene ,536,77,17,65,9,0.271,0.338,145,26,6,54,155,0.435,0.773,19457 ,DET 
Jeremy Pena ,557,77,16,67,14,0.259,0.306,145,27,2,37,130,0.404,0.709,43642 ,HOU 
Tyler O'Neill ,455,69,22,69,13,0.253,0.324,115,23,1,48,140,0.457,0.781,5050 d,BOS 
Ke'Bryan Hayes ,542,72,16,67,15,0.263,0.317,143,30,5,43,119,0.424,0.741,6910 d,PIT 
Bryson Stott ,537,72,13,63,21,0.265,0.321,143,29,3,44,103,0.401,0.722,22308 ,PHI 
Taylor Ward ,476,74,20,68,6,0.265,0.341,126,26,1,55,114,0.451,0.792,6071 d,LAA 
Daulton Varsho ,506,72,24,72,16,0.235,0.299,119,24,3,46,131,0.436,0.734,7551 d,TOR 
Evan Carter ,487,74,16,66,18,0.256,0.346,125,24,4,67,142,0.423,0.769,43894 ,TEX 
Thairo Estrada ,532,71,15,62,22,0.26,0.302,139,25,2,32,114,0.4,0.702,7544 d,SF 
Nolan Gorman ,466,69,27,76,6,0.24,0.314,112,20,1,51,159,0.46,0.774,7471 d,STL 
Will Smith ,443,71,21,75,2,0.262,0.345,116,23,2,56,88,0.467,0.812,7671 d,LAD 
Christopher Morel ,464,69,25,72,11,0.241,0.307,112,21,4,44,157,0.461,0.768,44057 ,CHC 
Max Muncy ,451,77,28,81,2,0.223,0.339,101,19,1,79,138,0.458,0.797,5207 d,LAD 
Ryan Mountcastle ,483,66,22,74,4,0.263,0.32,127,23,1,41,127,0.452,0.772,7239 d,BAL 
Spencer Steer ,504,70,20,74,8,0.256,0.328,129,30,2,55,124,0.443,0.771,44364 ,CIN 
Salvador Perez ,505,61,25,81,0,0.257,0.288,130,22,1,22,129,0.453,0.741,4147 d,KC 
Trevor Story ,503,70,20,70,21,0.237,0.299,119,28,2,45,160,0.421,0.72,4747 d,BOS 
Ha-Seong Kim ,538,75,15,62,26,0.246,0.325,132,26,2,62,118,0.387,0.712,6866 d,SD 
J.T. Realmuto ,463,66,19,67,15,0.256,0.312,119,24,3,38,125,0.446,0.757,5371 d,PHI 
Steven Kwan ,565,82,6,55,18,0.278,0.349,157,30,6,62,65,0.382,0.731,44349 ,CLE 
TJ Friedl ,491,73,15,62,21,0.255,0.323,125,22,6,49,96,0.418,0.741,8358 d,CIN 
Chas McCormick ,455,67,20,68,15,0.25,0.322,114,18,2,48,136,0.431,0.753,10177 ,HOU 
Carlos Correa ,515,72,21,72,0,0.261,0.338,135,28,1,60,122,0.44,0.779,4673 d,MIN 
Byron Buxton ,430,69,27,68,10,0.234,0.302,101,24,2,42,143,0.486,0.788,4672 d,MIN 
Jeimer Candelario ,494,70,21,75,4,0.253,0.321,125,30,2,50,129,0.452,0.773,5920 d,CIN 
Anthony Volpe ,522,73,20,67,24,0.23,0.301,120,27,4,52,147,0.409,0.709,43704 ,NYY 
Jarren Duran ,484,71,13,57,26,0.258,0.314,125,31,5,39,136,0.426,0.74,10054 ,BOS 
Isaac Paredes ,479,69,25,79,1,0.243,0.327,116,24,1,60,96,0.455,0.781,10050 ,TB 
Zack Gelof ,534,73,19,64,21,0.24,0.309,128,29,2,54,172,0.406,0.715,44896 ,OAK 
Lourdes Gurriel Jr. ,496,64,16,70,4,0.278,0.323,138,30,2,33,93,0.446,0.769,6931 d,ARI 
Jordan Walker ,486,64,19,66,10,0.266,0.328,129,25,2,44,122,0.441,0.769,43830 ,STL 
Ryan McMahon ,522,72,22,73,6,0.244,0.324,127,26,2,62,171,0.429,0.754,5009 d,COL 
Tommy Edman ,488,71,12,54,26,0.261,0.311,127,26,3,36,87,0.403,0.714,7752 d,STL 
Josh Bell ,524,69,21,74,0,0.256,0.339,134,26,1,66,117,0.431,0.771,4664 d,MIA 
Christian Encarnacion-Strand ,408,58,23,70,3,0.265,0.316,108,21,1,30,121,0.488,0.804,45073 ,CIN 
Brandon Drury ,501,66,23,76,2,0.248,0.293,124,27,2,32,135,0.447,0.74,5607 d,LAA 
Jose Abreu ,526,69,18,77,1,0.257,0.317,135,27,1,46,124,0.417,0.733,4594 d,HOU 
Kerry Carpenter ,481,64,21,71,5,0.256,0.31,123,23,3,38,129,0.445,0.755,45596 ,DET 
Starling Marte ,462,65,12,52,28,0.262,0.306,121,20,3,29,102,0.392,0.698,4377 d,NYM 
Jackson Chourio ,476,61,15,62,22,0.256,0.301,122,23,2,31,114,0.412,0.713,44592 ,MIL 
J.D. Martinez ,453,62,22,75,1,0.253,0.315,115,26,1,41,141,0.464,0.779,4339 d,"LF,DH) FA "
Bryan De La Cruz ,522,63,18,69,4,0.265,0.315,138,28,1,38,128,0.427,0.741,44192 ,MIA 
Jung Hoo Lee ,517,67,10,62,6,0.284,0.344,147,34,4,47,54,0.421,0.765,48275 ,SF 
Lars Nootbaar ,449,73,18,61,9,0.251,0.352,113,23,2,70,106,0.432,0.785,44339 ,STL 
Matt Chapman ,499,72,24,72,3,0.235,0.321,117,27,2,63,163,0.442,0.763,6315 d,3B) FA 
Austin Hays ,517,69,18,68,4,0.256,0.305,133,30,2,37,126,0.424,0.73,7238 d,BAL 
Jorge Polanco ,492,68,21,70,6,0.244,0.321,120,24,1,55,129,0.427,0.748,5354 d,SEA 
Yainer Diaz ,421,57,21,68,1,0.271,0.304,114,22,1,20,87,0.474,0.778,45200 ,HOU 
Esteury Ruiz ,437,59,8,41,52,0.247,0.295,108,23,2,30,101,0.364,0.66,10086 ,OAK 
Kris Bryant ,460,67,18,62,3,0.268,0.337,123,26,1,48,109,0.45,0.787,4934 d,COL 
Vaughn Grissom ,473,65,10,59,11,0.282,0.339,133,28,3,41,87,0.42,0.759,44905 ,BOS 
Zach Neto ,484,69,18,66,9,0.249,0.305,120,26,1,39,126,0.419,0.724,46294 ,LAA 
Max Kepler ,466,68,21,68,4,0.246,0.323,115,24,2,54,106,0.442,0.766,5357 d,MIN 
Jonathan India ,448,70,16,60,11,0.255,0.33,114,25,1,50,110,0.425,0.754,6895 d,CIN 
Brendan Rodgers ,494,64,15,65,0,0.277,0.327,137,28,2,36,106,0.437,0.763,5966 d,COL 
James Outman ,456,71,20,66,11,0.233,0.316,106,20,3,56,166,0.42,0.736,44201 ,LAD 
Noelvi Marte ,441,61,14,58,15,0.266,0.327,118,24,2,40,103,0.423,0.75,8284 d,CIN 
Cal Raleigh ,471,64,27,75,1,0.228,0.298,108,25,1,46,142,0.457,0.755,8457 d,SEA 
Ty France ,539,70,15,67,1,0.263,0.313,142,29,1,40,102,0.403,0.717,8163 d,SEA 
MJ Melendez ,496,71,21,66,5,0.241,0.326,119,27,4,62,146,0.438,0.764,10031 ,KC 
Eugenio Suarez ,524,68,23,78,1,0.232,0.314,121,24,1,63,178,0.411,0.724,5332 d,ARI 
Willson Contreras ,421,63,20,65,5,0.253,0.329,106,22,1,48,111,0.453,0.782,5919 d,STL 
Jeff McNeil ,527,67,9,59,6,0.28,0.328,148,29,2,38,64,0.398,0.726,8027 d,NYM 
Joey Meneses ,535,61,17,71,1,0.262,0.308,140,28,1,36,123,0.413,0.721,43684 ,WSH 
Jack Suwinski ,433,64,24,67,9,0.227,0.327,98,20,2,64,156,0.445,0.772,44698 ,PIT 
Luis Rengifo ,484,64,17,61,9,0.256,0.311,124,20,4,38,96,0.42,0.73,8153 d,LAA 
Jarred Kelenic ,448,64,17,63,14,0.243,0.315,109,26,2,47,139,0.421,0.736,6884 d,ATL 
Brandon Lowe ,418,64,22,66,6,0.237,0.32,99,20,1,51,124,0.453,0.773,7236 d,TB 
Anthony Rizzo ,458,66,22,67,4,0.238,0.312,109,20,1,49,109,0.427,0.739,4307 d,NYY 
J.P. Crawford ,547,80,13,59,3,0.255,0.346,140,31,1,76,109,0.386,0.732,4950 d,SEA 
Justin Turner ,477,64,16,68,3,0.256,0.32,122,26,0,45,98,0.412,0.732,4261 d,TOR 
Brent Rooker ,473,62,26,70,3,0.229,0.304,108,21,1,51,175,0.438,0.742,7318 d,OAK 
Andrew Benintendi ,528,70,9,54,11,0.269,0.336,142,29,2,54,92,0.387,0.723,5972 d,CWS 
Sal Frelick ,490,66,9,56,15,0.266,0.333,130,25,4,49,79,0.383,0.716,44675 ,MIL 
Jake Cronenworth ,519,71,15,66,5,0.248,0.318,128,28,5,54,106,0.405,0.723,7868 d,SD 
Leody Taveras ,458,62,13,56,16,0.256,0.311,117,24,3,36,114,0.408,0.718,39153 ,TEX 
Sean Murphy ,392,60,20,64,0,0.254,0.332,100,23,1,46,102,0.466,0.798,6609 d,ATL 
Logan O'Hoppe ,392,55,22,62,3,0.251,0.322,99,16,1,41,95,0.467,0.789,43987 ,LAA 
Maikel Garcia ,480,64,7,49,21,0.266,0.327,128,26,3,43,108,0.373,0.699,44626 ,KC 
Tommy Pham ,439,62,14,56,15,0.248,0.325,109,22,2,50,118,0.407,0.732,5584 d,"LF,CF,RF,DH) FA "
Jose Siri ,433,61,20,60,17,0.221,0.268,96,19,3,28,160,0.414,0.682,5727 d,TB 
Edouard Julien ,457,71,15,55,8,0.244,0.356,112,23,1,79,163,0.398,0.753,44887 ,MIN 
Tim Anderson ,504,64,7,46,15,0.276,0.311,139,23,2,25,113,0.371,0.681,4956 d,MIA 
Gabriel Moreno ,440,55,10,58,6,0.281,0.336,124,24,1,36,89,0.412,0.748,44003 ,ARI 
Alex Verdugo ,466,64,13,56,4,0.265,0.322,124,26,2,39,81,0.414,0.736,5983 d,NYY 
Yoan Moncada ,501,63,17,63,3,0.25,0.317,125,27,1,49,155,0.412,0.729,5679 d,CWS 
Francisco Alvarez ,419,58,24,67,2,0.229,0.306,96,17,0,47,123,0.438,0.744,43686 ,NYM 
Giancarlo Stanton ,390,54,26,68,0,0.229,0.309,89,14,0,45,130,0.466,0.775,3783 d,NYY 
Wyatt Langford ,368,54,16,55,11,0.257,0.328,95,21,2,39,92,0.454,0.783,47238 ,TEX 
Charlie Blackmon ,449,62,11,55,4,0.272,0.331,122,24,5,39,83,0.422,0.753,4418 d,COL 
Keibert Ruiz ,460,53,16,61,2,0.266,0.314,122,25,0,32,54,0.424,0.738,6912 d,WSH 
Joc Pederson ,380,58,18,60,1,0.254,0.337,96,17,3,48,96,0.459,0.797,4769 d,ARI 
Orlando Arcia ,465,62,16,62,2,0.25,0.309,116,22,0,40,99,0.402,0.712,4860 d,ATL 
Wilmer Flores ,415,56,18,60,0,0.258,0.327,107,21,1,42,69,0.438,0.765,4257 d,SF 
Javier Baez ,495,60,15,61,11,0.241,0.278,119,22,3,25,132,0.389,0.667,4606 d,DET 
Alek Thomas ,453,60,11,55,10,0.258,0.307,117,23,5,32,97,0.403,0.711,8265 d,ARI 
Brenton Doyle ,453,58,15,53,19,0.233,0.275,106,19,4,26,162,0.388,0.663,45599 ,COL 
Brandon Marsh ,438,60,12,55,12,0.249,0.328,109,23,4,51,152,0.402,0.73,7393 d,PHI 
Jake Fraley ,344,50,14,53,15,0.253,0.335,87,17,1,43,86,0.434,0.769,8083 d,CIN 
Mark Canha ,438,61,12,54,7,0.258,0.335,113,23,2,51,88,0.402,0.737,5670 d,DET 
Jonah Heim ,446,56,18,63,2,0.246,0.307,109,24,1,39,95,0.42,0.727,6457 d,TEX 
Seth Brown ,428,53,21,63,6,0.232,0.296,99,22,2,39,127,0.435,0.732,30700 ,OAK 
Brendan Donovan ,410,61,10,48,6,0.273,0.35,112,20,1,48,72,0.398,0.748,45005 ,STL 
Mitch Haniger ,430,59,20,63,1,0.233,0.296,100,19,1,38,123,0.421,0.716,6481 d,SEA 
Hunter Renfroe ,416,54,19,60,1,0.246,0.305,102,24,0,35,99,0.441,0.746,4959 d,KC 
Michael Conforto ,429,59,15,59,3,0.247,0.333,106,20,0,55,110,0.404,0.737,5812 d,SF 
Mitch Garver ,395,55,21,60,1,0.235,0.324,93,17,0,52,117,0.438,0.762,6239 d,SEA 
Nolan Schanuel ,421,67,11,49,3,0.262,0.359,110,19,2,63,80,0.398,0.757,47177 ,LAA 
Colt Keith ,438,56,14,58,3,0.253,0.316,111,24,3,40,110,0.42,0.735,43891 ,DET 
Jackson Holliday ,429,61,9,50,10,0.258,0.342,111,22,3,55,108,0.384,0.726,46268 ,BAL 
DJ LeMahieu ,482,65,12,52,3,0.255,0.334,123,20,2,57,102,0.377,0.711,4417 d,NYY 
Ramon Laureano ,418,57,15,53,13,0.233,0.296,98,22,2,38,126,0.403,0.699,6740 d,CLE 
Anthony Rendon ,401,56,13,56,3,0.256,0.346,103,23,1,55,79,0.414,0.76,4291 d,LAA 
Jesus Sanchez ,403,52,17,57,3,0.248,0.314,100,19,3,39,116,0.436,0.751,6890 d,MIA 
LaMonte Wade Jr. ,409,61,16,52,3,0.243,0.343,100,17,2,62,93,0.413,0.755,7573 d,SF 
Mike Yastrzemski ,421,61,17,57,4,0.231,0.316,97,25,2,53,123,0.422,0.738,8467 d,SF 
Ryan O'Hearn ,367,48,16,56,3,0.256,0.302,94,18,1,24,96,0.442,0.744,6681 d,BAL 
Gavin Lux ,403,59,10,49,8,0.259,0.332,104,20,4,44,94,0.398,0.731,7421 d,LAD 
Masyn Winn ,439,59,10,49,13,0.245,0.301,108,19,3,35,94,0.373,0.674,43906 ,STL 
Harrison Bader ,381,51,11,45,20,0.243,0.291,93,17,2,26,82,0.388,0.679,6480 d,NYM 
Luis Campusano ,412,51,14,56,1,0.258,0.308,106,19,1,29,80,0.411,0.719,7455 d,SD 
Adam Duvall ,370,49,21,60,3,0.224,0.277,83,18,1,27,126,0.45,0.727,5317 d,"CF,RF) FA "
Willi Castro ,377,53,10,41,21,0.247,0.297,93,18,3,27,99,0.388,0.685,5997 d,MIN 
Wilyer Abreu ,373,54,13,51,9,0.243,0.335,91,20,1,51,112,0.411,0.746,45630 ,BOS 
Matt Wallner ,388,55,17,57,3,0.231,0.317,90,21,2,49,150,0.423,0.74,43696 ,MIN 
Parker Meadows ,461,61,13,50,13,0.229,0.298,106,20,6,45,125,0.38,0.678,7993 d,DET 
Andrew McCutchen ,400,56,13,50,8,0.241,0.34,97,20,1,60,101,0.391,0.732,3052 d,PIT 
Ryan Noda ,442,63,18,54,6,0.216,0.328,96,21,1,73,173,0.385,0.713,44240 ,OAK 
Nelson Velazquez ,356,48,18,52,7,0.234,0.295,83,17,1,31,118,0.439,0.734,45006 ,KC 
Henry Davis ,380,51,14,51,8,0.243,0.324,92,19,2,46,103,0.408,0.733,44666 ,PIT 
Luke Raley ,364,51,16,51,9,0.23,0.289,84,16,1,30,127,0.414,0.703,8040 d,SEA 
Alex Kirilloff ,354,47,13,51,2,0.262,0.323,93,18,1,32,92,0.429,0.752,6414 d,MIN 
Michael Massey ,396,48,13,52,6,0.249,0.295,99,22,1,26,93,0.413,0.708,45756 ,KC 
Carlos Santana ,420,55,16,57,3,0.229,0.322,96,20,1,57,86,0.394,0.715,3162 d,MIN 
Will Benson ,348,55,13,45,15,0.225,0.33,78,16,4,54,128,0.408,0.738,6408 d,CIN 
Danny Jansen ,316,46,18,54,1,0.237,0.305,75,16,0,31,74,0.464,0.769,7237 d,TOR 
J.D. Davis ,395,52,14,52,1,0.248,0.326,98,19,1,46,129,0.408,0.734,6148 d,SF 
Whit Merrifield ,370,48,7,42,17,0.258,0.304,96,19,1,24,68,0.375,0.679,6338 d,PHI 
Chris Taylor ,358,52,13,49,11,0.232,0.311,83,18,2,41,129,0.402,0.713,4888 d,LAD 
Rowdy Tellez ,359,44,17,56,1,0.241,0.316,87,16,1,39,85,0.438,0.754,5030 d,PIT 
Jordan Westburg ,369,50,12,48,6,0.251,0.312,93,20,2,32,100,0.415,0.727,43831 ,BAL 
Mickey Moniak ,387,49,16,50,6,0.235,0.272,91,18,4,20,131,0.423,0.696,8368 d,LAA 
Eddie Rosario ,368,45,14,51,5,0.247,0.297,91,17,2,26,87,0.411,0.708,4556 d,"LF,RF) FA "
Brice Turang ,406,51,8,43,19,0.241,0.31,98,17,3,41,93,0.356,0.666,6817 d,MIL 
Tyler Stephenson ,369,49,12,50,1,0.256,0.324,95,19,1,37,104,0.408,0.732,6024 d,CIN 
Bo Naylor ,362,50,15,51,7,0.228,0.324,83,18,2,51,104,0.413,0.737,7925 d,CLE 
Brett Baty ,391,51,14,50,3,0.241,0.308,94,17,0,38,117,0.392,0.7,20757 ,NYM 
Elehuris Montero ,328,43,15,49,1,0.253,0.303,83,17,1,23,103,0.448,0.751,39212 ,COL 
Davis Schneider ,326,48,15,48,5,0.233,0.329,76,18,1,47,105,0.437,0.766,45729 ,TOR 
Hunter Goodman ,305,41,15,50,1,0.251,0.301,77,18,1,22,91,0.47,0.772,45393 ,COL 
Sean Bouchard ,304,45,13,43,6,0.254,0.336,77,18,2,38,94,0.455,0.791,45512 ,COL 
Edward Olivares ,323,43,10,39,10,0.262,0.31,85,17,2,22,63,0.423,0.733,7536 d,PIT 
Shea Langeliers ,396,47,18,53,3,0.222,0.281,88,18,2,33,123,0.413,0.694,8246 d,OAK 
Jon Berti ,341,46,6,32,20,0.258,0.323,88,15,2,33,77,0.368,0.692,6776 d,MIA 
Elias Diaz ,380,43,12,51,1,0.253,0.304,96,19,1,28,91,0.41,0.714,5591 d,COL 
Matt Vierling ,378,48,9,40,8,0.257,0.316,97,18,3,33,85,0.389,0.705,10043 ,DET 
Joey Gallo ,357,52,22,54,3,0.188,0.306,67,12,1,61,162,0.413,0.718,4711 d,WSH 
Kyle Manzardo ,353,46,14,50,1,0.237,0.319,84,21,1,42,85,0.421,0.74,44758 ,CLE 
Amed Rosario ,336,44,6,38,9,0.27,0.306,91,16,4,17,65,0.393,0.699,5994 d,TB 
Kyle Isbel ,348,47,9,40,10,0.246,0.299,86,20,3,27,80,0.394,0.693,8285 d,KC 
Junior Caminero ,285,38,12,42,3,0.266,0.317,76,11,2,21,64,0.439,0.756,45016 ,TB 
Kevin Kiermaier ,364,49,8,40,11,0.244,0.3,89,19,4,29,93,0.38,0.68,5131 d,TOR 
Liover Peguero ,378,45,9,42,13,0.241,0.288,91,17,2,25,98,0.372,0.66,43656 ,PIT 
C.J. Cron ,317,41,15,48,0,0.241,0.301,76,14,1,27,89,0.428,0.728,4688 d,BOS 
Pete Crow-Armstrong ,296,43,8,36,14,0.249,0.303,74,14,3,23,90,0.402,0.706,23369 ,CHC 
