VBR,Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
1,Shohei Ohtani ,396,87,31,80,24,0.289,0.393,114,21,4,59,104,0.597,0.99,1.0,0.0,1.0,7354 d,LAD 
2,Aaron Judge ,393,84,36,92,6,0.298,0.43,117,20,1,80,118,0.629,1.059,0.99,0.99,1.0,4955 d,NYY 
3,Bobby Witt Jr. ,424,73,19,67,27,0.293,0.357,124,26,5,36,77,0.518,0.875,0.99,0.99,1.0,6810 d,KC 
4,Fernando Tatis Jr. ,422,74,26,69,17,0.28,0.352,118,22,1,43,96,0.524,0.876,0.99,0.99,1.0,6853 d,SD 
5,Jose Ramirez ,418,67,21,67,24,0.275,0.356,115,26,2,44,55,0.495,0.851,0.99,0.99,1.0,5288 d,CLE 
6,Kyle Tucker ,401,70,22,68,18,0.276,0.377,110,21,3,61,66,0.506,0.884,0.99,0.99,1.0,6006 d,CHC 
7,Ronald Acuna Jr. ,328,67,18,52,27,0.298,0.392,98,18,1,46,67,0.524,0.916,0.99,0.99,0.99,6966 d,ATL 
8,Corbin Carroll ,411,77,19,60,27,0.263,0.347,108,19,7,47,96,0.487,0.834,0.99,0.99,1.0,23993 ,ARI 
9,Vladimir Guerrero Jr. ,416,70,22,70,3,0.295,0.384,122,24,1,53,69,0.51,0.894,0.99,0.99,1.0,6050 d,TOR 
10,Julio Rodriguez ,431,67,20,65,19,0.275,0.341,118,20,2,36,107,0.473,0.814,0.98,0.99,0.97,43685 ,SEA 
11,Elly De La Cruz ,406,65,18,58,36,0.254,0.329,103,21,4,42,133,0.456,0.786,0.99,0.99,1.0,44884 ,CIN 
12,Juan Soto ,378,76,23,66,7,0.273,0.419,103,19,1,90,77,0.516,0.935,0.99,0.99,1.0,6906 d,NYM 
13,Mookie Betts ,405,73,19,65,10,0.277,0.369,112,23,2,55,59,0.485,0.854,0.99,0.99,1.0,4921 d,LAD 
14,Bryce Harper ,398,66,20,67,9,0.28,0.386,111,25,1,63,97,0.499,0.885,0.99,0.99,1.0,4293 d,PHI 
15,Freddie Freeman ,392,65,17,65,7,0.294,0.386,115,25,2,50,74,0.494,0.88,0.99,0.99,1.0,3365 d,LAD 
16,Gunnar Henderson ,404,69,21,65,11,0.267,0.348,108,21,4,47,107,0.497,0.845,0.99,0.99,1.0,23372 ,BAL 
17,Francisco Lindor ,421,68,20,61,16,0.26,0.336,110,21,2,42,87,0.457,0.794,0.99,0.99,1.0,4569 d,NYM 
18,Trea Turner ,429,64,14,55,19,0.281,0.332,120,23,2,30,88,0.44,0.772,0.97,0.99,0.96,5828 d,PHI 
19,Austin Riley ,425,65,22,69,2,0.271,0.34,115,22,1,38,116,0.486,0.826,0.97,0.99,0.95,6022 d,ATL 
20,Teoscar Hernandez ,401,60,21,69,7,0.27,0.327,108,21,1,30,116,0.486,0.813,0.98,0.99,0.97,4846 d,LAD 
21,Kyle Schwarber ,386,68,28,73,4,0.233,0.36,90,14,1,70,125,0.496,0.856,0.98,0.99,0.97,5686 d,PHI 
22,Jackson Merrill ,420,58,17,63,10,0.279,0.322,117,22,3,26,80,0.469,0.791,0.98,0.98,0.97,44756 ,SD 
23,Yordan Alvarez ,320,56,21,63,2,0.295,0.398,94,19,1,46,63,0.56,0.958,0.97,0.99,0.96,6461 d,HOU 
24,Ketel Marte ,383,64,19,61,5,0.276,0.365,106,22,2,48,75,0.493,0.858,0.99,0.99,1.0,5179 d,ARI 
25,Manny Machado ,419,59,19,65,8,0.269,0.335,113,22,1,39,86,0.459,0.794,0.99,0.99,0.99,3778 d,SD 
26,Wyatt Langford ,389,62,18,57,16,0.262,0.342,102,20,2,44,90,0.464,0.806,0.94,0.97,0.91,47238 ,TEX 
27,Pete Alonso ,401,63,25,72,2,0.248,0.348,100,19,1,50,104,0.486,0.834,0.99,0.99,1.0,6960 d,NYM 
28,Rafael Devers ,383,62,21,66,3,0.267,0.364,102,22,2,50,97,0.495,0.86,0.99,0.99,0.99,5175 d,BOS 
29,Pete Crow-Armstrong ,398,60,15,54,26,0.254,0.303,101,18,5,25,109,0.441,0.744,0.96,0.96,0.95,23369 ,CHC 
30,Brent Rooker ,384,58,25,65,5,0.255,0.334,98,18,1,40,122,0.501,0.835,0.87,0.98,0.77,7318 d,ATH 
31,Matt Olson ,409,64,24,72,0,0.251,0.353,102,21,1,59,110,0.479,0.832,0.97,0.99,0.96,5718 d,ATL 
32,Jackson Chourio ,418,57,16,58,19,0.261,0.308,109,23,2,26,95,0.44,0.748,0.98,0.99,0.97,44592 ,MIL 
33,Zach Neto ,398,60,18,55,19,0.252,0.32,100,22,1,30,104,0.447,0.767,0.5,0.75,0.24,46294 ,LAA 
34,Oneil Cruz ,383,59,18,54,21,0.248,0.332,95,20,2,44,127,0.452,0.785,0.92,0.98,0.86,39199 ,PIT 
35,Luis Robert Jr. ,401,56,18,55,24,0.243,0.307,98,20,1,32,124,0.433,0.74,0.56,0.86,0.26,6935 d,CWS 
36,Marcell Ozuna ,391,59,22,66,1,0.26,0.349,102,18,0,51,105,0.474,0.822,0.91,0.98,0.85,4726 d,ATL 
37,Jarren Duran ,400,62,11,49,22,0.264,0.324,106,24,6,32,99,0.44,0.764,0.98,0.99,0.96,10054 ,BOS 
38,Michael Harris II ,392,55,13,53,15,0.275,0.323,108,21,3,24,80,0.446,0.769,0.83,0.93,0.73,43924 ,ATL 
39,CJ Abrams ,391,58,14,47,25,0.256,0.317,100,20,3,27,83,0.431,0.749,0.9,0.97,0.82,19879 ,WSH 
40,Jeremy Pena ,434,60,13,52,13,0.27,0.32,117,21,2,26,83,0.412,0.732,0.74,0.83,0.65,43642 ,HOU 
41,Bo Bichette ,423,58,12,53,9,0.281,0.328,119,24,1,27,82,0.432,0.76,0.81,0.93,0.68,6808 d,TOR 
42,Alex Bregman ,405,61,17,62,2,0.265,0.349,107,23,1,47,64,0.454,0.803,0.99,0.98,1.0,5973 d,BOS 
43,James Wood ,373,57,16,53,14,0.261,0.35,97,20,2,48,115,0.459,0.808,0.95,0.98,0.91,44720 ,WSH 
44,Riley Greene ,394,59,17,59,4,0.268,0.346,105,19,3,43,113,0.464,0.81,0.89,0.95,0.83,19457 ,DET 
45,Josh Naylor ,381,51,15,60,8,0.27,0.343,103,22,0,37,61,0.445,0.788,0.97,0.98,0.96,6054 d,ARI 
46,Jose Altuve ,408,59,14,51,12,0.265,0.332,108,20,1,37,78,0.418,0.751,0.94,0.96,0.92,4334 d,HOU 
47,Steven Kwan ,417,63,7,42,13,0.286,0.359,119,20,3,46,45,0.399,0.758,0.96,0.94,0.98,44349 ,CLE 
48,Paul Goldschmidt ,394,57,16,58,6,0.261,0.334,103,21,0,40,103,0.44,0.774,0.84,0.93,0.75,4403 d,NYY 
49,Corey Seager ,313,50,19,54,1,0.283,0.365,88,17,1,35,59,0.518,0.883,0.94,0.97,0.92,4805 d,TEX 
50,Brenton Doyle ,413,55,16,51,18,0.248,0.301,102,18,3,30,124,0.418,0.72,0.51,0.75,0.28,45599 ,COL 
51,Yandy Diaz ,401,56,13,53,2,0.282,0.356,113,21,0,43,64,0.433,0.789,0.65,0.7,0.59,6677 d,TB 
52,Ozzie Albies ,410,57,14,56,9,0.258,0.315,106,22,2,32,70,0.427,0.742,0.95,0.96,0.94,5980 d,ATL 
53,Dansby Swanson ,413,57,16,56,12,0.248,0.317,102,19,2,40,111,0.418,0.735,0.74,0.9,0.59,5965 d,CHC 
54,William Contreras ,379,55,15,56,5,0.267,0.359,101,19,1,50,88,0.441,0.8,0.99,0.98,1.0,7659 d,MIL 
55,Lawrence Butler ,406,57,17,52,13,0.245,0.308,100,21,1,36,108,0.43,0.738,0.79,0.92,0.67,45753 ,ATH 
56,Anthony Volpe ,421,59,13,53,20,0.24,0.31,101,23,3,39,107,0.398,0.708,0.65,0.85,0.46,43704 ,NYY 
57,Ezequiel Tovar ,420,54,15,53,8,0.265,0.302,111,24,3,20,110,0.445,0.747,0.41,0.65,0.17,45000 ,COL 
58,Tommy Edman ,375,55,13,50,16,0.255,0.31,96,19,2,27,69,0.42,0.731,0.92,0.91,0.92,7752 d,LAD 
59,Luis Arraez ,429,55,5,44,5,0.307,0.352,131,21,2,27,23,0.401,0.753,0.92,0.87,0.96,8162 d,SD 
60,Junior Caminero ,391,51,18,60,4,0.259,0.308,101,17,1,25,88,0.449,0.757,0.81,0.9,0.73,45016 ,TB 
61,Anthony Santander ,407,56,22,66,1,0.239,0.315,97,20,1,41,95,0.459,0.774,0.75,0.79,0.71,4903 d,TOR 
62,Randy Arozarena ,394,58,15,53,17,0.238,0.34,94,20,1,50,117,0.411,0.752,0.83,0.91,0.74,6962 d,SEA 
63,Cedric Mullins II ,368,54,15,49,21,0.24,0.315,88,17,2,37,85,0.419,0.734,0.71,0.78,0.65,7400 d,BAL 
64,Matt Chapman ,402,59,19,58,7,0.239,0.333,96,21,1,53,118,0.439,0.773,0.88,0.94,0.83,6315 d,SF 
65,Taylor Ward ,402,57,19,59,4,0.248,0.325,99,19,1,42,107,0.44,0.765,0.57,0.65,0.48,6071 d,LAA 
66,Nick Castellanos ,422,53,15,60,4,0.26,0.31,110,23,1,27,100,0.428,0.739,0.76,0.85,0.68,4631 d,PHI 
67,Bryan Reynolds ,403,54,15,54,7,0.258,0.334,104,19,2,40,103,0.426,0.76,0.72,0.82,0.62,6818 d,PIT 
68,Xander Bogaerts ,409,54,11,50,12,0.264,0.333,108,20,1,39,83,0.4,0.733,0.81,0.87,0.76,4347 d,SD 
69,Cal Raleigh ,361,53,23,63,4,0.228,0.32,82,16,1,45,110,0.472,0.791,0.99,0.99,0.98,8457 d,SEA 
