Player,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,PlayerId,Team
Paul Skenes ,57.2,51,2,0,4.45,1.31,28,53,22,7,12,11,3,0,47239 ,PIT 
Collin McHugh ,42.6,39,2,0,4.16,1.31,20,43,13,5,33,1,1,0,4601 d,RP) RET 
Yency Almonte ,48.6,50,2,0,4.25,1.35,23,44,22,6,48,0,2,0,5681 d,CHC 
Jordan Weems ,62.2,64,3,0,4.56,1.38,32,57,29,9,59,0,3,0,39899 ,WSH 
Huascar Ynoa ,49.6,51,3,0,4.50,1.36,25,48,19,7,26,5,3,0,8372 d,ATL 
Zack Thompson ,60.9,58,3,0,4.33,1.41,29,58,28,7,32,6,4,0,20342 ,STL 
Huascar Brazoban ,53.1,58,2,0,4.18,1.40,25,48,26,6,52,0,3,0,45492 ,MIA 
Jake Latz ,42.2,46,2,0,4.17,1.35,20,38,19,6,41,0,2,0,44337 ,TEX 
JT Chargois ,56.2,51,2,1,4.27,1.37,27,54,23,7,58,0,2,0,5881 d,MIA 
Jorge Alcala ,42.5,43,2,0,4.35,1.30,21,39,16,6,40,0,2,0,32878 ,MIN 
Jorge Lopez ,54.9,52,2,1,4.39,1.35,27,54,21,7,51,0,3,0,5858 d,NYM 
Brent Suter ,66.2,55,3,1,4.39,1.40,32,68,25,9,62,0,4,0,6482 d,CIN 
Mitch Spence ,48.8,39,2,0,4.16,1.33,23,49,16,6,35,3,3,0,45318 ,OAK 
Jordan Leasure ,42.8,45,2,3,4.40,1.36,21,38,20,7,47,0,3,0,47411 ,CWS 
Jose Hernandez ,49.1,53,2,0,4.26,1.37,23,45,23,7,50,0,3,0,46649 ,PIT 
Gavin Stone ,45.6,45,3,0,4.48,1.35,23,45,17,7,27,4,2,0,44899 ,LAD 
Joe Boyle ,94.3,104,5,0,4.49,1.52,47,79,64,11,28,16,7,0,44486 ,OAK 
Greg Weissert ,47.4,50,3,0,4.36,1.40,23,44,22,6,46,0,2,0,10611 ,BOS 
Tanner Rainey ,55.0,63,2,4,4.60,1.40,28,48,29,8,56,0,3,0,7886 d,WSH 
Luis Medina ,120.2,112,6,0,4.66,1.48,62,114,63,14,28,22,9,0,39252 ,OAK 
Brad Hand ,42.7,42,3,0,4.38,1.37,21,40,18,6,44,0,3,0,4240 d,RP) FA 
Jarlin Garcia ,32.8,29,2,0,4.15,1.26,15,31,10,5,32,0,2,0,5934 d,RP) FA 
Adrian Morejon ,43.5,42,2,0,4.26,1.33,21,41,17,6,37,1,2,0,25391 ,SD 
Cade Smith ,36.5,41,2,0,4.12,1.35,17,32,17,5,38,0,2,0,45654 ,CLE 
Ian Gibaut ,58.4,59,3,0,4.49,1.40,29,57,25,8,57,0,3,0,7360 d,CIN 
Daysbel Hernandez ,40.9,46,3,0,4.31,1.41,20,36,21,5,43,0,2,0,44330 ,ATL 
Bryan Hudson ,33.3,36,2,0,3.96,1.35,15,30,15,4,31,0,2,0,7396 d,MIL 
Thyago Vieira ,31.7,35,2,0,4.15,1.30,15,28,13,4,30,0,2,0,6553 d,MIL 
Cade Cavalli ,49.4,48,3,0,4.40,1.39,24,46,23,6,21,7,3,0,43871 ,WSH 
Shintaro Fujinami ,60.4,67,3,0,4.52,1.42,30,53,33,7,59,0,4,0,6976 d,NYM 
Prelander Berroa ,41.2,48,2,1,4.18,1.40,19,34,24,5,38,0,2,0,26966 ,CWS 
Mauricio Llovera ,37.0,36,2,0,4.25,1.30,17,34,14,5,36,0,2,0,8636 d,SEA 
AJ Smith-Shawver ,55.4,57,3,0,4.60,1.38,28,51,25,9,24,8,3,0,45241 ,ATL 
Pedro Avila ,78.6,71,4,0,4.59,1.43,40,76,36,11,31,12,5,0,6614 d,SD 
Kyle Hurt ,42.3,52,2,0,4.23,1.40,20,35,24,5,37,2,2,1,43985 ,LAD 
Cody Morris ,37.9,41,2,0,4.18,1.36,18,34,17,5,36,0,2,0,44886 ,NYY 
Daniel Palencia ,46.4,51,2,0,4.32,1.38,22,41,23,6,46,0,2,0,44792 ,CHC 
Manuel Rodriguez ,30.4,32,2,1,4.01,1.36,14,27,14,3,31,0,1,0,39241 ,TB 
Alek Jacob ,31.5,30,2,0,4.18,1.29,15,30,11,4,31,0,1,0,46893 ,SD 
Sean Reid-Foley ,45.5,56,2,0,4.31,1.41,22,38,26,6,44,0,2,0,6478 d,NYM 
Tyler Matzek ,48.5,51,3,0,4.33,1.44,23,43,26,6,50,0,2,0,4749 d,ATL 
Brandon Bielak ,51.6,45,3,0,4.33,1.41,25,51,21,7,42,1,3,0,8436 d,HOU 
Kai-Wei Teng ,63.8,65,3,0,4.49,1.43,32,60,32,7,36,6,4,0,26945 ,SF 
Aaron Loup ,45.1,41,2,0,4.19,1.37,21,46,16,5,46,0,3,0,4509 d,RP) FA 
Jared Jones ,80.2,70,4,0,4.71,1.41,42,80,33,11,19,15,5,0,43901 ,PIT 
Luke Weaver ,64.5,60,3,0,4.76,1.36,34,67,21,11,45,5,3,0,6196 d,NYY 
Nick Vespi ,31.8,29,2,0,4.13,1.31,15,31,11,4,30,0,1,0,45486 ,BAL 
Mitch White ,49.7,46,2,0,4.42,1.35,24,49,18,7,44,2,2,0,7132 d,TOR 
Anthony Maldonado ,26.0,28,2,0,4.08,1.30,12,24,10,3,24,0,2,0,47272 ,MIA 
Anthony Bass ,26.9,26,2,0,4.07,1.29,12,25,10,4,27,0,1,0,4438 d,RP) FA 
Peter Strzelecki ,33.5,34,2,0,4.28,1.32,16,31,13,4,34,0,2,0,46153 ,ARI 
Ty Adcock ,27.9,25,1,0,4.08,1.19,13,27,7,4,28,0,1,0,44299 ,SEA 
Nick Ramirez ,39.1,32,2,0,4.22,1.33,18,40,12,5,35,0,1,0,8119 d,NYY 
Slade Cecconi ,45.6,38,2,0,4.52,1.30,23,47,12,7,25,5,2,0,7270 d,ARI 
Jose Suarez ,63.1,58,3,0,4.63,1.39,32,62,25,10,35,6,4,0,7919 d,LAA 
Jake Bird ,66.4,57,3,1,4.46,1.43,33,69,26,7,64,0,3,0,45396 ,COL 
Joey Lucchesi ,48.5,38,3,0,4.43,1.38,24,49,18,6,19,7,3,0,7444 d,NYM 
Josh Staumont ,37.4,44,2,0,4.32,1.38,18,31,21,4,39,0,2,0,6686 d,MIN 
Austin Voth ,51.8,49,2,0,4.52,1.35,26,52,18,8,38,3,3,0,6137 d,SEA 
Marc Church ,41.7,43,3,0,4.47,1.41,21,39,20,6,43,0,3,0,45178 ,TEX 
Clayton Beeter ,47.6,50,3,0,4.61,1.40,24,43,23,7,25,6,3,0,43817 ,NYY 
Dustin May ,21.2,21,1,0,3.66,1.20,9,18,7,2,14,2,1,0,7413 d,LAD 
Cole Sands ,33.9,34,2,0,4.29,1.34,16,32,13,5,31,0,2,0,6835 d,MIN 
Riley O'Brien ,46.7,47,2,0,4.21,1.42,22,42,24,5,47,0,2,0,8620 d,STL 
Dominic Leone ,48.8,50,2,2,4.57,1.39,25,46,22,8,49,0,3,0,5134 d,CWS 
Jose Cisnero ,50.1,54,2,0,4.44,1.40,25,47,24,7,53,0,3,0,4836 d,LAA 
Jonathan Hernandez ,53.4,53,2,1,4.33,1.43,26,50,26,7,53,0,2,0,7920 d,TEX 
Eric Lauer ,60.8,54,4,0,4.82,1.40,33,61,25,11,11,11,4,0,6409 d,SP) FA 
Jose A. Ferrer ,47.1,39,2,0,4.30,1.37,23,47,18,5,49,0,2,0,46493 ,WSH 
Ethan Small ,47.7,49,2,0,4.23,1.43,22,44,24,6,47,0,2,0,23991 ,SF 
Carlos Hernandez ,58.1,57,2,0,4.55,1.38,29,55,25,8,50,0,4,0,39260 ,KC 
Quinn Priester ,79.9,64,4,0,4.63,1.43,41,82,33,9,26,13,5,0,23367 ,PIT 
Yunior Marte ,47.7,47,2,0,4.43,1.38,23,46,20,6,49,0,2,0,8653 d,PHI 
Buck Farmer ,60.8,62,3,0,4.75,1.40,32,57,27,10,60,0,4,0,5031 d,CIN 
Parker Mushinski ,31.3,31,1,0,3.96,1.32,14,29,12,4,31,0,1,0,45474 ,HOU 
Jimmy Herget ,38.8,36,2,0,4.49,1.33,19,38,14,6,38,0,2,0,6636 d,LAA 
Drew Carlton ,22.1,20,1,0,3.85,1.20,9,20,6,3,23,0,1,0,44164 ,SD 
Jackson Kowar ,51.6,52,3,1,4.59,1.44,26,50,24,7,46,0,3,0,6875 d,SEA 
Angel Zerpa ,42.8,34,2,0,4.34,1.35,21,44,14,5,27,4,3,0,44072 ,KC 
Drew VerHagen ,42.5,40,3,0,4.63,1.39,22,41,18,6,41,0,2,0,5534 d,RP) FA 
Will Dion ,18.2,17,2,0,3.77,1.30,8,18,6,2,12,2,2,0,45055 ,CLE 
Dylan Coleman ,36.6,42,2,0,4.27,1.42,17,30,22,4,37,0,2,0,44024 ,HOU 
Brendan White ,30.2,29,1,0,4.08,1.29,14,29,10,3,30,0,2,0,45749 ,DET 
Daniel Lynch IV ,86.8,70,5,0,4.84,1.43,47,92,31,12,26,14,6,0,7994 d,KC 
Joey Cantillo ,35.4,34,2,0,4.31,1.37,17,33,16,5,7,7,2,0,43689 ,CLE 
Angel Felipe ,31.5,35,2,0,4.03,1.44,14,27,19,3,30,0,2,0,45495 ,OAK 
Alex Speas ,45.8,53,2,1,4.46,1.44,23,39,27,6,48,0,4,0,7035 d,CWS 
Josh Taylor ,36.2,39,2,0,4.42,1.38,18,35,15,5,37,0,2,0,6706 d,KC 
Erik Miller ,47.8,54,2,0,4.29,1.46,23,42,28,5,48,0,2,0,23362 ,SF 
Sean Newcomb ,49.4,52,2,1,4.36,1.45,24,44,27,6,47,0,3,0,5961 d,OAK 
John McMillon ,52.7,64,3,3,4.58,1.53,27,44,37,6,52,0,4,0,48204 ,KC 
Spencer Howard ,31.6,33,2,0,4.47,1.34,16,30,12,5,32,0,2,0,8287 d,SF 
Bruce Zimmermann ,35.6,30,2,0,4.42,1.33,17,37,10,5,20,3,2,0,8044 d,BAL 
Xzavion Curry ,57.6,46,2,0,4.64,1.34,30,58,19,9,41,3,3,0,44893 ,CLE 
Cody Poteet ,33.6,32,2,0,4.50,1.33,17,32,13,5,33,1,2,0,44237 ,NYY 
Will Warren ,39.7,35,2,0,4.37,1.37,19,39,16,5,19,5,2,0,46420 ,NYY 
Andrew Wantz ,45.2,44,2,0,4.61,1.36,23,43,19,8,43,0,2,0,44738 ,LAA 
Luis Frias ,40.4,40,2,0,4.32,1.41,19,38,19,5,40,0,2,0,43740 ,ARI 
Carlos Vargas ,44.6,41,2,0,4.23,1.43,21,42,21,5,48,0,2,0,44061 ,SEA 
Sammy Peralta ,28.6,26,2,0,4.31,1.34,14,28,10,4,26,0,1,0,46984 ,CWS 
Allan Winans ,24.7,23,1,0,4.02,1.26,11,24,7,3,22,1,1,0,45675 ,ATL 
Codi Heuer ,27.3,24,2,0,4.19,1.35,13,27,10,3,28,0,1,0,43650 ,RP) FA 
Liam Hendriks ,12.7,16,1,0,3.62,1.10,5,11,3,2,12,0,1,0,4158 d,BOS 
Michael Kelly ,40.9,42,2,0,4.35,1.42,20,38,20,5,40,0,2,0,7095 d,OAK 
Joey Wentz ,56.3,54,2,0,4.60,1.39,29,55,23,8,47,3,4,0,6418 d,DET 
Drew Rom ,37.1,34,2,0,4.27,1.40,18,38,14,5,30,2,2,0,46127 ,STL 
Ryan Tepera ,26.1,24,2,0,4.36,1.32,13,24,10,4,27,0,2,0,5590 d,RP) FA 
Colby White ,31.2,35,2,0,4.35,1.40,15,28,16,4,32,0,1,0,45329 ,TB 
Jacob Lopez ,20.2,21,1,0,3.82,1.26,9,18,7,2,15,1,1,0,26910 ,TB 
Joely Rodriguez ,46.5,46,2,0,4.31,1.44,22,47,20,5,47,0,3,0,5215 d,BOS 
Luis Garcia ,21.3,22,1,0,4.05,1.24,10,19,8,3,4,4,1,0,43720 ,HOU 
Rich Hill ,64.8,54,4,0,4.89,1.41,35,68,24,11,14,12,5,0,4649 d,"RP,SP) FA "
Carl Edwards Jr. ,31.5,28,2,1,4.31,1.40,15,31,13,4,33,0,2,0,4906 d,CHC 
Tejay Antone ,42.7,42,2,0,4.53,1.39,21,41,18,6,42,0,2,0,39285 ,CIN 
George Soriano ,55.1,51,2,0,4.47,1.42,27,53,25,7,53,0,2,0,45277 ,MIA 
Colin Selby ,35.0,36,2,0,4.30,1.43,17,32,18,4,33,0,2,0,46497 ,PIT 
Keegan Thompson ,38.1,36,2,0,4.47,1.39,19,36,17,5,34,0,2,0,43927 ,CHC 
Jackson Stephens ,30.8,28,2,0,4.37,1.38,15,31,11,4,28,0,1,0,6546 d,ATL 
Carlos Carrasco ,77.8,66,4,0,4.84,1.43,42,84,27,12,34,11,5,0,3150 d,CLE 
Victor Arano ,23.9,25,1,0,4.14,1.30,11,22,9,3,25,0,1,0,6737 d,RP) FA 
Grant Hartwig ,32.3,31,2,0,4.33,1.41,16,30,15,4,32,0,2,0,46948 ,NYM 
Marco Gonzales ,121.2,78,6,0,4.88,1.42,66,134,38,18,25,21,9,0,4945 d,PIT 
Jake Irvin ,121.8,98,5,0,4.93,1.42,67,124,48,19,24,24,8,0,43981 ,WSH 
Josh Winder ,35.6,31,2,0,4.52,1.37,18,36,13,5,31,0,2,0,44360 ,MIN 
Hagen Danner ,20.5,22,1,0,4.20,1.26,10,18,8,3,24,0,1,0,6864 d,TOR 
Matt Bush ,26.1,27,1,0,4.32,1.30,13,24,10,4,27,0,1,0,4077 d,"SP,RP) FA "
Spencer Turnbull ,66.6,58,3,0,4.80,1.41,35,69,25,9,33,9,4,0,7850 d,PHI 
Julio Urias ,16.3,15,1,0,4.05,1.18,7,15,4,2,3,3,1,0,4922 d,SP) FA 
Joey Estes ,36.3,29,2,0,4.74,1.32,19,36,12,6,16,4,3,0,44916 ,OAK 
Zach Pop ,27.5,24,1,0,4.18,1.32,13,27,9,3,28,0,1,0,8007 d,TOR 
Brett Martin ,25.4,21,1,0,3.95,1.34,11,26,8,3,26,0,2,0,8383 d,RP) FA 
Penn Murfee ,20.3,22,1,0,4.14,1.29,9,19,8,3,21,0,1,0,44017 ,ATL 
Jose Butto ,37.2,33,2,0,4.62,1.37,19,37,15,5,23,3,2,0,7207 d,NYM 
Brad Boxberger ,43.7,41,2,0,4.65,1.39,23,41,20,6,46,0,2,0,4683 d,RP) FA 
Richard Lovelady ,17.3,17,1,0,3.85,1.28,7,16,7,2,18,0,1,0,7533 d,CHC 
Derek Law ,44.4,39,2,0,4.46,1.42,22,44,19,6,41,0,3,0,5616 d,WSH 
Ryan Weathers ,57.8,49,3,0,4.66,1.44,30,60,23,8,41,4,4,0,7484 d,MIA 
Hogan Harris ,36.8,35,2,0,4.51,1.41,18,35,17,5,29,2,2,0,46489 ,OAK 
Jake Odorizzi ,51.2,42,3,0,4.87,1.39,28,53,18,8,10,10,3,0,4501 d,SP) FA 
Adrian Martinez ,44.3,37,2,0,4.58,1.39,23,46,16,6,42,0,3,0,44943 ,OAK 
Luis Gil ,25.1,29,1,0,4.28,1.35,12,21,13,3,14,3,1,0,39290 ,NYY 
Jake Cousins ,18.0,20,1,0,3.98,1.31,8,15,8,2,17,0,1,0,44219 ,CWS 
Mychal Givens ,38.2,37,2,1,4.63,1.42,20,36,18,6,42,0,3,0,5700 d,RP) FA 
Braxton Ashcraft ,32.7,28,1,0,4.32,1.34,16,33,11,4,32,1,1,0,47807 ,PIT 
Yerry Rodriguez ,27.4,29,1,0,4.27,1.36,13,25,12,4,27,0,1,0,43730 ,TEX 
Matt Festa ,19.0,20,1,0,4.14,1.29,9,16,8,3,21,0,1,0,8004 d,SD 
Jeremiah Estrada ,32.2,38,1,0,4.32,1.41,15,27,18,5,33,0,1,0,46471 ,SD 
Elieser Hernandez ,19.8,21,1,0,4.53,1.23,10,19,6,4,17,1,1,0,7361 d,LAD 
Corey Knebel ,30.5,30,1,4,4.60,1.41,16,29,14,5,31,0,1,0,4978 d,CWS 
Brent Headrick ,28.3,28,1,0,4.42,1.33,14,27,10,4,21,2,2,0,46412 ,MIN 
Shawn Dubin ,25.9,28,1,0,4.19,1.38,12,23,12,3,23,0,1,0,43916 ,HOU 
Yerry De Los Santos ,16.5,16,1,0,3.87,1.30,7,15,6,2,16,0,1,0,44150 ,NYY 
Oliver Ortega ,24.8,25,1,0,4.22,1.35,12,23,11,3,22,0,1,0,44876 ,HOU 
Cole Sulser ,18.6,20,1,1,4.24,1.33,9,17,8,3,17,0,1,0,7522 d,NYM 
Darius Vines ,29.6,26,1,0,4.38,1.33,14,30,10,4,25,1,1,0,45503 ,ATL 
Kolby Allard ,33.0,30,2,0,4.82,1.35,18,33,12,6,21,3,2,0,6010 d,PHI 
Jalen Beeks ,53.3,50,2,0,4.57,1.44,27,56,21,8,49,1,3,0,7335 d,COL 
Brandon Hughes ,18.5,20,1,0,4.17,1.31,9,16,8,2,19,0,1,0,45160 ,ARI 
Josh Simpson ,26.4,30,1,0,4.17,1.41,12,23,14,3,27,0,1,0,46500 ,MIA 
Keider Montero ,20.3,19,1,0,4.20,1.30,9,20,7,3,20,0,1,0,45088 ,DET 
Kenny Rosenberg ,46.7,41,2,0,4.53,1.43,24,46,21,7,19,6,3,0,44119 ,LAA 
Daniel Duarte ,25.7,22,2,0,4.39,1.41,13,23,13,3,26,0,1,0,45002 ,MIN 
Matt Cronin ,16.7,20,1,0,4.05,1.33,8,13,9,2,17,0,1,0,22319 ,WSH 
Austin Adams ,22.8,29,1,0,4.54,1.33,12,18,12,3,26,0,1,0,6559 d,NYM 
Osvaldo Bido ,40.5,36,2,0,4.65,1.40,21,39,18,5,27,4,3,0,47376 ,OAK 
Anthony Gose ,15.6,19,1,0,3.95,1.34,7,13,8,2,16,0,1,0,4510 d,CLE 
Adam Cimber ,49.2,34,2,0,4.75,1.35,26,53,14,7,51,0,3,0,5092 d,LAA 
Matt Barnes ,38.3,38,2,0,4.70,1.41,20,37,18,5,41,0,2,0,4523 d,WSH 
Angel Perdomo ,12.0,17,1,0,3.82,1.31,5,9,6,1,11,0,1,0,6806 d,ATL 
Trey Wingenter ,28.6,31,1,0,4.51,1.35,14,26,13,4,29,0,1,0,7598 d,DET 
Jairo Iriarte ,27.6,29,1,0,4.41,1.36,14,25,13,4,22,1,1,0,46888 ,SD 
Tommy Henry ,75.8,59,4,0,4.81,1.45,40,78,32,11,25,11,4,0,38295 ,ARI 
Jovani Moran ,14.6,17,1,0,3.89,1.33,6,11,8,1,13,0,1,0,44290 ,MIN 
Cooper Criswell ,58.0,45,3,0,4.88,1.40,31,65,16,8,28,6,3,0,44839 ,BOS 
Naoyuki Uwasawa ,36.0,29,2,0,4.66,1.38,19,36,13,5,26,3,2,1,8336 d,TB 
Vince Velasquez ,29.0,28,2,0,4.80,1.37,15,28,12,5,9,5,2,0,5650 d,"SP,RP) FA "
Ethan Roberts ,17.1,16,1,0,4.03,1.31,8,16,6,2,18,0,1,0,45007 ,CHC 
Hunter Gaddis ,41.4,34,2,0,4.87,1.35,22,42,14,7,28,3,3,0,46133 ,CLE 
Julio Teheran ,40.3,29,2,0,4.81,1.34,22,42,12,7,13,6,3,0,3615 d,BAL 
Ty Madden ,32.8,30,1,0,4.49,1.35,16,32,13,5,18,3,2,0,44668 ,DET 
Freddy Tarnok ,29.5,28,1,0,4.35,1.37,14,27,13,4,24,1,2,0,44331 ,OAK 
Trevor Brigden ,18.9,19,1,0,4.27,1.31,9,17,7,3,20,0,1,0,45612 ,TB 
Matthew Boyd ,23.2,23,1,0,4.44,1.32,11,22,8,4,5,5,2,0,5003 d,"RP,SP) FA "
Simeon Woods Richardson ,36.3,31,2,0,4.61,1.41,19,36,15,5,15,5,2,0,26455 ,MIN 
Zach Plesac ,75.5,54,4,0,5.01,1.40,42,83,23,13,29,11,5,0,18288 ,LAA 
Vinny Nittoli ,25.7,24,1,0,4.41,1.34,13,25,10,4,24,0,1,0,17634 ,OAK 
Jose Quijada ,17.3,20,1,0,4.27,1.33,8,15,8,2,18,0,1,0,8149 d,LAA 
Packy Naughton ,16.3,13,1,0,3.93,1.31,7,17,5,2,9,0,1,0,44008 ,STL 
J.B. Bukauskas ,21.6,21,1,0,4.16,1.37,10,21,9,2,21,0,1,0,6873 d,MIL 
Tommy Nance ,16.9,18,1,0,4.14,1.34,8,15,7,2,17,0,1,0,6117 d,SD 
Lou Trivino ,22.6,23,1,0,4.28,1.37,11,21,10,3,22,0,1,0,7888 d,NYY 
Cody Bolton ,24.6,24,1,0,4.33,1.37,12,23,10,3,24,0,1,0,43958 ,SEA 
Wilmer Flores ,19.7,17,1,0,4.25,1.32,9,20,6,2,14,2,1,0,46126 ,DET 
Nate Lavender ,10.0,12,1,0,3.68,1.30,4,8,5,1,10,0,1,0,45920 ,NYM 
Jeff Brigham ,26.6,29,1,0,4.67,1.34,14,24,12,4,25,0,1,0,8073 d,MIN 
Connor Phillips ,35.4,40,2,0,4.72,1.46,19,32,20,5,21,4,2,0,45860 ,CIN 
Matt Gage ,21.7,21,1,0,4.25,1.37,10,21,9,3,20,0,1,0,7842 d,LAD 
Tyson Miller ,17.9,17,1,0,4.28,1.32,9,17,7,3,16,0,1,0,39293 ,SEA 
Alex Young ,45.3,43,2,0,4.73,1.43,24,46,18,8,45,0,2,0,22173 ,CIN 
Joe La Sorsa ,20.3,16,1,0,4.31,1.31,10,21,6,3,19,0,1,0,47026 ,WSH 
Yohan Ramirez ,26.5,28,1,0,4.33,1.41,13,23,14,3,25,0,1,0,40933 ,NYM 
Matt Sauer ,41.8,38,2,0,4.73,1.42,22,41,18,6,35,2,3,0,7260 d,KC 
Kyle Muller ,58.2,50,2,0,4.58,1.45,30,58,26,7,42,4,4,0,6921 d,OAK 
Glenn Otto ,28.0,27,1,0,4.48,1.37,14,26,12,4,24,1,2,0,44222 ,SD 
Michael Kopech ,132.2,132,6,0,5.09,1.47,75,121,73,24,26,26,10,0,6023 d,CWS 
Drew Rucinski ,45.2,37,3,0,4.91,1.43,25,48,16,7,14,7,4,0,5530 d,SP) FA 
Bryan Hoeing ,43.5,32,2,0,4.72,1.39,23,48,13,6,36,2,2,0,46460 ,MIA 
Kyle Crick ,17.5,18,1,0,4.22,1.36,8,14,10,2,19,0,1,0,4720 d,NYM 
Nic Enright ,10.7,10,1,0,4.04,1.24,5,10,3,1,11,0,1,0,45686 ,CLE 
Noah Syndergaard ,79.4,54,4,0,5.16,1.37,46,89,20,14,15,15,6,0,4589 d,SP) FA 
Justin Martinez ,31.4,37,1,0,4.23,1.49,15,26,21,3,32,0,1,0,46494 ,ARI 
Daulton Jefferies ,17.9,14,1,0,4.40,1.28,9,19,4,2,12,2,1,0,39133 ,SF 
Sean Hjelle ,48.2,38,2,0,4.52,1.45,24,53,17,5,32,3,3,0,7928 d,SF 
Kolton Ingram ,23.5,24,1,0,4.28,1.41,11,21,12,3,23,0,1,0,46503 ,NYM 
Amir Garrett ,41.9,48,1,0,4.50,1.46,21,36,25,5,43,0,2,0,5588 d,SF 
Hurston Waldrep ,29.2,30,1,0,4.39,1.42,14,28,13,4,18,3,1,0,47232 ,ATL 
Clayton Andrews ,18.9,21,1,0,4.30,1.39,9,17,10,3,20,0,1,0,8582 d,NYY 
Tucker Davidson ,27.9,25,1,0,4.39,1.39,14,27,11,3,28,0,2,0,8478 d,BAL 
Gavin Hollowell ,50.6,49,2,0,4.91,1.41,28,50,21,8,48,0,2,0,44311 ,COL 
R.J. Dabovich ,22.0,24,1,0,4.34,1.41,11,20,11,3,21,0,1,0,44428 ,SF 
Justin Wilson ,18.4,18,1,0,4.32,1.36,9,18,7,2,18,0,1,0,4368 d,LAD 
Hayden Juenger ,15.9,16,1,0,4.31,1.34,8,15,6,2,17,0,1,0,45357 ,TOR 
Chasen Shreve ,20.9,21,1,0,4.51,1.35,10,20,8,3,20,0,1,0,5536 d,TEX 
Luis F. Ortiz ,30.5,26,1,0,4.56,1.36,15,31,10,4,26,0,1,0,6016 d,PHI 
Brandon Williamson ,81.2,71,4,0,4.99,1.45,45,83,35,14,26,14,5,0,38375 ,CIN 
Brandon Walter ,29.5,23,2,0,4.69,1.41,15,32,9,4,9,4,2,0,45335 ,BOS 
Andrew Bellatti ,24.5,27,1,0,4.59,1.38,12,23,11,4,24,0,1,0,5774 d,PHI 
Erasmo Ramirez ,26.1,20,1,0,4.54,1.33,13,28,7,4,20,0,1,0,4572 d,TB 
Shane Drohan ,29.2,27,2,0,4.61,1.46,15,29,14,4,22,0,3,0,43986 ,CWS 
Richard Bleier ,36.6,23,1,0,4.44,1.36,18,41,9,4,38,0,2,0,6349 d,WSH 
Jacob Waguespack ,13.5,13,1,0,4.13,1.34,6,13,5,2,14,0,1,0,8046 d,TB 
Pierson Ohl ,13.1,10,1,0,4.42,1.24,6,14,2,2,13,0,1,0,46064 ,MIN 
Johnny Cueto ,71.1,49,3,0,4.96,1.39,39,80,19,13,13,13,5,0,3550 d,SP) FA 
Josh Walker ,12.5,12,1,0,4.15,1.33,6,12,5,2,13,0,1,0,45294 ,NYM 
Zack Kelly ,33.1,32,2,0,4.65,1.47,17,32,16,4,33,0,2,0,43849 ,BOS 
JT Brubaker ,22.2,21,1,0,4.53,1.36,11,23,8,3,14,2,1,0,8152 d,PIT 
Kyle Nicolas ,31.7,33,1,0,4.54,1.42,16,29,16,4,31,0,1,0,43834 ,PIT 
Matt Canterino ,19.4,19,1,0,4.47,1.36,10,18,9,3,4,4,1,0,38327 ,MIN 
Andrew Vasquez ,20.6,20,1,0,4.27,1.41,10,19,10,2,21,0,1,0,8381 d,DET 
Yoendrys Gomez ,16.9,17,1,0,4.34,1.37,8,16,8,2,17,0,1,0,43698 ,NYY 
Landon Knack ,15.8,14,1,0,4.40,1.32,8,16,5,2,14,0,1,0,43915 ,LAD 
Blayne Enlow ,8.9,9,1,0,3.98,1.29,4,9,3,1,3,0,1,0,7175 d,SF 
Chris Murphy ,61.4,54,3,0,4.81,1.47,33,63,27,9,32,5,3,0,45467 ,BOS 
Zach McAllister ,28.6,30,1,0,4.75,1.37,15,28,11,5,30,0,2,0,4123 d,RP) FA 
Wes Parsons ,20.9,20,1,0,4.43,1.38,10,20,9,3,19,1,1,0,7995 d,TOR 
Wilking Rodriguez ,14.4,14,1,0,4.14,1.38,7,13,6,1,15,0,1,0,4082 d,STL 
Tyler Duffey ,29.9,27,1,0,4.49,1.40,15,29,13,4,28,0,1,0,5097 d,KC 
Gus Varland ,28.7,27,2,0,4.79,1.44,15,29,13,4,27,0,2,0,44167 ,LAD 
Corey Kluber ,37.6,29,2,0,5.15,1.33,22,41,10,8,0,8,3,0,4122 d,"RP,SP) RET "
Mason Englert ,31.4,26,1,0,4.68,1.35,16,32,10,5,28,0,2,0,46135 ,DET 
Enoli Paredes ,13.7,16,1,0,4.12,1.42,6,11,9,1,15,0,1,0,8565 d,MIL 
Mark Melancon ,27.2,19,2,1,4.56,1.47,14,29,10,3,28,0,2,0,3709 d,RP) FA 
Max Kranick ,18.0,15,1,0,4.38,1.35,9,18,6,3,19,0,1,0,43959 ,NYM 
Nick Nastrini ,58.6,57,3,0,5.03,1.45,33,56,29,10,15,11,4,0,45405 ,CWS 
Carson Coleman ,23.4,25,1,0,4.57,1.40,12,21,11,3,23,0,1,0,45794 ,TEX 
Hunter Stratton ,27.2,28,1,0,4.42,1.44,13,25,14,3,28,0,1,0,45464 ,PIT 
Cade Horton ,19.6,18,1,0,4.60,1.34,10,19,7,3,4,4,1,0,46423 ,CHC 
Thomas Szapucki ,10.9,12,1,0,4.07,1.38,5,10,5,1,6,0,1,0,39155 ,SF 
Touki Toussaint ,86.7,83,4,0,4.86,1.50,47,81,49,12,34,12,6,0,5732 d,CWS 
